Time,PV(W),Grid(W),Load(W)
2024-12-29 00:00:00,0,0,0
2024-12-29 00:05:00,0,0,0
2024-12-29 00:10:00,0,0,0
2024-12-29 00:15:00,0,0,0
2024-12-29 00:20:00,0,0,0
2024-12-29 00:25:00,0,0,0
2024-12-29 00:30:00,0,0,0
2024-12-29 00:35:00,0,0,0
2024-12-29 00:40:00,0,0,0
2024-12-29 00:45:00,0,0,0
2024-12-29 00:50:00,0,0,0
2024-12-29 00:55:00,0,0,0
2024-12-29 01:00:00,0,0,0
2024-12-29 01:05:00,0,0,0
2024-12-29 01:10:00,0,0,0
2024-12-29 01:15:00,0,0,0
2024-12-29 01:20:00,0,0,0
2024-12-29 01:25:00,0,0,0
2024-12-29 01:30:00,0,0,0
2024-12-29 01:35:00,0,0,0
2024-12-29 01:40:00,0,0,0
2024-12-29 01:45:00,0,0,0
2024-12-29 01:50:00,0,0,0
2024-12-29 01:55:00,0,0,0
2024-12-29 02:00:00,0,0,0
2024-12-29 02:05:00,0,0,0
2024-12-29 02:10:00,0,0,0
2024-12-29 02:15:00,0,0,0
2024-12-29 02:20:00,0,0,0
2024-12-29 02:25:00,0,0,0
2024-12-29 02:30:00,0,0,0
2024-12-29 02:35:00,0,0,0
2024-12-29 02:40:00,0,0,0
2024-12-29 02:45:00,0,0,0
2024-12-29 02:50:00,0,0,0
2024-12-29 02:55:00,0,0,0
2024-12-29 03:00:00,0,0,0
2024-12-29 03:05:00,0,0,0
2024-12-29 03:10:00,0,0,0
2024-12-29 03:15:00,0,0,0
2024-12-29 03:20:00,0,0,0
2024-12-29 03:25:00,0,0,0
2024-12-29 03:30:00,0,0,0
2024-12-29 03:35:00,0,0,0
2024-12-29 03:40:00,0,0,0
2024-12-29 03:45:00,0,0,0
2024-12-29 03:50:00,--,--,0
2024-12-29 03:55:00,--,--,0
2024-12-29 04:00:00,--,--,0
2024-12-29 04:05:00,--,--,0
2024-12-29 04:10:00,--,--,0
2024-12-29 04:15:00,--,--,0
2024-12-29 04:20:00,--,--,0
2024-12-29 04:25:00,--,--,0
2024-12-29 04:30:00,--,--,0
2024-12-29 04:35:00,--,--,0
2024-12-29 04:40:00,--,--,0
2024-12-29 04:45:00,--,--,0
2024-12-29 04:50:00,--,--,0
2024-12-29 04:55:00,--,--,0
2024-12-29 05:00:00,--,--,0
2024-12-29 05:05:00,--,--,0
2024-12-29 05:10:00,--,--,0
2024-12-29 05:15:00,--,--,0
2024-12-29 05:20:00,--,--,0
2024-12-29 05:25:00,--,--,0
2024-12-29 05:30:00,--,--,0
2024-12-29 05:35:00,--,--,0
2024-12-29 05:40:00,--,--,0
2024-12-29 05:45:00,--,--,0
2024-12-29 05:50:00,--,--,0
2024-12-29 05:55:00,--,--,0
2024-12-29 06:00:00,--,--,0
2024-12-29 06:05:00,--,--,0
2024-12-29 06:10:00,--,--,0
2024-12-29 06:15:00,--,--,0
2024-12-29 06:20:00,0,0,0
2024-12-29 06:25:00,0,0,0
2024-12-29 06:30:00,0,0,0
2024-12-29 06:35:00,0,0,0
2024-12-29 06:40:00,0,0,0
2024-12-29 06:45:00,0,0,0
2024-12-29 06:50:00,0,0,0
2024-12-29 06:55:00,0,0,0
2024-12-29 07:00:00,0,0,0
2024-12-29 07:05:00,0,0,0
2024-12-29 07:10:00,0,0,0
2024-12-29 07:15:00,0,0,0
2024-12-29 07:20:00,0,0,0
2024-12-29 07:25:00,0,0,0
2024-12-29 07:30:00,0,0,0
2024-12-29 07:35:00,0,0,0
2024-12-29 07:40:00,0,0,0
2024-12-29 07:45:00,0,0,0
2024-12-29 07:50:00,0,0,0
2024-12-29 07:55:00,0,0,0
2024-12-29 08:00:00,0,0,0
2024-12-29 08:05:00,--,--,0
2024-12-29 08:10:00,--,--,0
2024-12-29 08:15:00,--,--,0
2024-12-29 08:20:00,--,--,0
2024-12-29 08:25:00,--,--,0
2024-12-29 08:30:00,--,--,0
2024-12-29 08:35:00,--,--,0
2024-12-29 08:40:00,--,--,0
2024-12-29 08:45:00,--,--,0
2024-12-29 08:50:00,--,--,0
2024-12-29 08:55:00,--,--,0
2024-12-29 09:00:00,--,--,0
2024-12-29 09:05:00,--,--,0
2024-12-29 09:10:00,--,--,0
2024-12-29 09:15:00,--,--,0
2024-12-29 09:20:00,--,--,0
2024-12-29 09:25:00,--,--,0
2024-12-29 09:30:00,--,--,0
2024-12-29 09:35:00,--,--,0
2024-12-29 09:40:00,--,--,0
2024-12-29 09:45:00,--,--,0
2024-12-29 09:50:00,--,--,0
2024-12-29 09:55:00,--,--,0
2024-12-29 10:00:00,--,--,0
2024-12-29 10:05:00,--,--,0
2024-12-29 10:10:00,--,--,0
2024-12-29 10:15:00,14725,371,15096
2024-12-29 10:20:00,19996,504,20500
2024-12-29 10:25:00,20750,523,21273
2024-12-29 10:30:00,21351,538,21889
2024-12-29 10:35:00,22534,568,23102
2024-12-29 10:40:00,21742,548,22290
2024-12-29 10:45:00,25112,634,25746
2024-12-29 10:50:00,22870,577,23447
2024-12-29 10:55:00,16154,421,16575
2024-12-29 11:00:00,29490,746,30236
2024-12-29 11:05:00,24185,605,24790
2024-12-29 11:10:00,31132,787,31919
2024-12-29 11:15:00,27314,691,28005
2024-12-29 11:20:00,25631,648,26279
2024-12-29 11:25:00,28348,717,29065
2024-12-29 11:30:00,15928,412,16340
2024-12-29 11:35:00,28346,719,29065
2024-12-29 11:40:00,9277,235,9512
2024-12-29 11:45:00,13704,342,14046
2024-12-29 11:50:00,12143,307,12450
2024-12-29 11:55:00,9140,230,9370
2024-12-29 12:00:00,12419,312,12731
2024-12-29 12:05:00,10063,253,10316
2024-12-29 12:10:00,12565,317,12882
2024-12-29 12:15:00,12379,313,12692
2024-12-29 12:20:00,12385,312,12697
2024-12-29 12:25:00,15191,382,15573
2024-12-29 12:30:00,44151,1113,45264
2024-12-29 12:35:00,44069,1113,45182
2024-12-29 12:40:00,44147,1114,45261
2024-12-29 12:45:00,17599,444,18043
2024-12-29 12:50:00,14331,360,14691
2024-12-29 12:55:00,9607,241,9848
2024-12-29 13:00:00,8820,221,9041
2024-12-29 13:05:00,9509,240,9749
2024-12-29 13:10:00,11364,287,11651
2024-12-29 13:15:00,11042,279,11321
2024-12-29 13:20:00,9894,250,10144
2024-12-29 13:25:00,11317,286,11603
2024-12-29 13:30:00,13565,341,13906
2024-12-29 13:35:00,9488,240,9728
2024-12-29 13:40:00,6963,176,7139
2024-12-29 13:45:00,3645,92,3737
2024-12-29 13:50:00,2041,51,2092
2024-12-29 13:55:00,1606,39,1645
2024-12-29 14:00:00,1649,40,1689
2024-12-29 14:05:00,2308,57,2365
2024-12-29 14:10:00,3827,95,3922
2024-12-29 14:15:00,2044,51,2095
2024-12-29 14:20:00,3827,95,3922
2024-12-29 14:25:00,1017,23,1040
2024-12-29 14:30:00,1035,24,1059
2024-12-29 14:35:00,833,19,852
2024-12-29 14:40:00,1043,24,1067
2024-12-29 14:45:00,1043,24,1067
2024-12-29 14:50:00,1627,40,1667
2024-12-29 14:55:00,1679,41,1720
2024-12-29 15:00:00,1597,39,1636
2024-12-29 15:05:00,2009,49,2058
2024-12-29 15:10:00,2783,70,2853
2024-12-29 15:15:00,2783,70,2853
2024-12-29 15:20:00,3769,95,3864
2024-12-29 15:25:00,3735,94,3829
2024-12-29 15:30:00,4348,109,4457
2024-12-29 15:35:00,4633,117,4750
2024-12-29 15:40:00,4293,108,4401
2024-12-29 15:45:00,6068,153,6221
2024-12-29 15:50:00,7226,181,7407
2024-12-29 15:55:00,6904,173,7077
2024-12-29 16:00:00,6409,160,6569
2024-12-29 16:05:00,4288,106,4394
