Time,PV(W),Grid(W),Load(W)
2024-12-27 00:00:00,0,0,0
2024-12-27 00:05:00,0,0,0
2024-12-27 00:10:00,0,0,0
2024-12-27 00:15:00,0,0,0
2024-12-27 00:20:00,0,0,0
2024-12-27 00:25:00,0,0,0
2024-12-27 00:30:00,0,0,0
2024-12-27 00:35:00,0,0,0
2024-12-27 00:40:00,0,0,0
2024-12-27 00:45:00,0,0,0
2024-12-27 00:50:00,0,0,0
2024-12-27 00:55:00,0,0,0
2024-12-27 01:00:00,0,0,0
2024-12-27 01:05:00,0,0,0
2024-12-27 01:10:00,0,0,0
2024-12-27 01:15:00,0,0,0
2024-12-27 01:20:00,0,0,0
2024-12-27 01:25:00,0,0,0
2024-12-27 01:30:00,0,0,0
2024-12-27 01:35:00,0,0,0
2024-12-27 01:40:00,0,0,0
2024-12-27 01:45:00,0,0,0
2024-12-27 01:50:00,0,0,0
2024-12-27 01:55:00,0,0,0
2024-12-27 02:00:00,0,0,0
2024-12-27 02:05:00,0,0,0
2024-12-27 02:10:00,0,0,0
2024-12-27 02:15:00,0,0,0
2024-12-27 02:20:00,0,0,0
2024-12-27 02:25:00,0,0,0
2024-12-27 02:30:00,0,0,0
2024-12-27 02:35:00,0,0,0
2024-12-27 02:40:00,0,0,0
2024-12-27 02:45:00,0,0,0
2024-12-27 02:50:00,0,0,0
2024-12-27 02:55:00,0,0,0
2024-12-27 03:00:00,0,0,0
2024-12-27 03:05:00,0,0,0
2024-12-27 03:10:00,0,0,0
2024-12-27 03:15:00,0,0,0
2024-12-27 03:20:00,0,0,0
2024-12-27 03:25:00,0,0,0
2024-12-27 03:30:00,0,0,0
2024-12-27 03:35:00,0,0,0
2024-12-27 03:40:00,0,0,0
2024-12-27 03:45:00,0,0,0
2024-12-27 03:50:00,0,0,0
2024-12-27 03:55:00,0,0,0
2024-12-27 04:00:00,0,0,0
2024-12-27 04:05:00,0,0,0
2024-12-27 04:10:00,0,0,0
2024-12-27 04:15:00,0,0,0
2024-12-27 04:20:00,0,0,0
2024-12-27 04:25:00,0,0,0
2024-12-27 04:30:00,0,0,0
2024-12-27 04:35:00,0,0,0
2024-12-27 04:40:00,0,0,0
2024-12-27 04:45:00,0,0,0
2024-12-27 04:50:00,0,0,0
2024-12-27 04:55:00,0,0,0
2024-12-27 05:00:00,0,0,0
2024-12-27 05:05:00,0,0,0
2024-12-27 05:10:00,0,0,0
2024-12-27 05:15:00,0,0,0
2024-12-27 05:20:00,0,0,0
2024-12-27 05:25:00,0,0,0
2024-12-27 05:30:00,0,0,0
2024-12-27 05:35:00,0,0,0
2024-12-27 05:40:00,0,0,0
2024-12-27 05:45:00,0,0,0
2024-12-27 05:50:00,0,0,0
2024-12-27 05:55:00,0,0,0
2024-12-27 06:00:00,0,0,0
2024-12-27 06:05:00,0,0,0
2024-12-27 06:10:00,0,0,0
2024-12-27 06:15:00,0,0,0
2024-12-27 06:20:00,0,0,0
2024-12-27 06:25:00,0,0,0
2024-12-27 06:30:00,0,0,0
2024-12-27 06:35:00,0,0,0
2024-12-27 06:40:00,0,0,0
2024-12-27 06:45:00,0,0,0
