"Time","Irradiance Irradiance","Irradiance Irradiance_LS","Irradiance Irradiance_SPA"
2023-08-09 03:53:00,0,0,0
2023-08-09 03:54:00,0,0,0
2023-08-09 03:55:00,0,0,0
2023-08-09 03:56:00,0,0,0
2023-08-09 03:57:00,0,0,0
2023-08-09 03:58:00,0,0,0
2023-08-09 03:59:00,0,0,0
2023-08-09 04:00:00,0,0,0
2023-08-09 04:01:00,0,0,0
2023-08-09 04:02:00,0,0,0
2023-08-09 04:03:00,0,0,0
2023-08-09 04:04:00,0,0,0
2023-08-09 04:05:00,0,0,0
2023-08-09 04:06:00,0,0,0
2023-08-09 04:07:00,0,0,0
2023-08-09 04:08:00,0,0,0
2023-08-09 04:09:00,0,0,0
2023-08-09 04:10:00,0,0,0
2023-08-09 04:11:00,0,0,0
2023-08-09 04:12:00,0,0,0
2023-08-09 04:13:00,0,0,0
2023-08-09 04:14:00,0,0,0
2023-08-09 04:15:00,0,0,0
2023-08-09 04:16:00,0,0,0
2023-08-09 04:17:00,0,0,0
2023-08-09 04:18:00,0,0,0
2023-08-09 04:19:00,0,0,0
2023-08-09 04:20:00,0,0,0
2023-08-09 04:21:00,0,0,0
2023-08-09 04:22:00,0,0,0
2023-08-09 04:23:00,0,0,0
2023-08-09 04:24:00,0,0,0
2023-08-09 04:25:00,0,0,0
2023-08-09 04:26:00,0,0,0
2023-08-09 04:27:00,0,0,0
2023-08-09 04:28:00,0,0,0
2023-08-09 04:29:00,0,0,0
2023-08-09 04:30:00,0,0,0
2023-08-09 04:31:00,0,0,0
2023-08-09 04:32:00,0,0,0
2023-08-09 04:33:00,0,0,0
2023-08-09 04:34:00,0,0,0
2023-08-09 04:35:00,0,0,0
2023-08-09 04:36:00,0,0,0
2023-08-09 04:37:00,0,0,0
2023-08-09 04:38:00,0,0,0
2023-08-09 04:39:00,0,0,0
2023-08-09 04:40:00,0,0,0
2023-08-09 04:41:00,0,0,0
2023-08-09 04:42:00,0,0,0
2023-08-09 04:43:00,0,0,0
2023-08-09 04:44:00,0,0,0
2023-08-09 04:45:00,0,0,0
2023-08-09 04:46:00,0,0,0
2023-08-09 04:47:00,0,0,0
2023-08-09 04:48:00,0,0,0
2023-08-09 04:49:00,0,0,0
2023-08-09 04:50:00,0,0,0
2023-08-09 04:51:00,0,0,0
2023-08-09 04:52:00,0,0,0
2023-08-09 04:53:00,0,0,0
2023-08-09 04:54:00,0,0,0
2023-08-09 04:55:00,0,0,0
2023-08-09 04:56:00,0,0,0
2023-08-09 04:57:00,0,0,0
2023-08-09 04:58:00,0,0,0
2023-08-09 04:59:00,0,0,0
2023-08-09 05:00:00,0,0,0
2023-08-09 05:01:00,0,0,0
2023-08-09 05:02:00,0,0,0
2023-08-09 05:03:00,0,0,0
2023-08-09 05:04:00,0,0,0
2023-08-09 05:05:00,0,0,0
2023-08-09 05:06:00,0,0,0
2023-08-09 05:07:00,0,0,0
2023-08-09 05:08:00,0,0,0
2023-08-09 05:09:00,0,0,0
2023-08-09 05:10:00,0,0,0
2023-08-09 05:11:00,0,0,0
2023-08-09 05:12:00,0,0,0
2023-08-09 05:13:00,0,0,0
2023-08-09 05:14:00,0,0,0
2023-08-09 05:15:00,0,0,0
2023-08-09 05:16:00,0,0,0
2023-08-09 05:17:00,0,0,0
2023-08-09 05:18:00,0,0,0
2023-08-09 05:19:00,0,0,0
2023-08-09 05:20:00,0,0,0
2023-08-09 05:21:00,0,0,0
2023-08-09 05:22:00,0,0,0
2023-08-09 05:23:00,0,0,0
2023-08-09 05:24:00,0,0,0
2023-08-09 05:25:00,0,0,0
2023-08-09 05:26:00,0,0,0
2023-08-09 05:27:00,0,0,0
2023-08-09 05:28:00,0,0,0
2023-08-09 05:29:00,0,0,0
2023-08-09 05:30:00,0,0,0
2023-08-09 05:31:00,0,0,0
2023-08-09 05:32:00,0,0,0
2023-08-09 05:33:00,0,0,0
2023-08-09 05:34:00,0,0,0
2023-08-09 05:35:00,0,0,0
2023-08-09 05:36:00,0,0,0
2023-08-09 05:37:00,0,0,0
2023-08-09 05:38:00,0,0,0
2023-08-09 05:39:00,0,0,0
2023-08-09 05:40:00,0,0,0
2023-08-09 05:41:00,0,0,0
2023-08-09 05:42:00,0,0,0
2023-08-09 05:43:00,0,0,0
2023-08-09 05:44:00,0,0,0
2023-08-09 05:45:00,0,0,0
2023-08-09 05:46:00,0,0,0
2023-08-09 05:47:00,0,0,0
2023-08-09 05:48:00,0,0,0
2023-08-09 05:49:00,0,0,0
2023-08-09 05:50:00,0,0,0
2023-08-09 05:51:00,0,0,0
2023-08-09 05:52:00,0,0,0
2023-08-09 05:53:00,0,0,0
2023-08-09 05:54:00,0,0,0
2023-08-09 05:55:00,0,0,0
2023-08-09 05:56:00,0,0,0
2023-08-09 05:57:00,0,0,0
2023-08-09 05:58:00,0,0,0
2023-08-09 05:59:00,0,0,0
2023-08-09 06:00:00,0,0,0
2023-08-09 06:01:00,0,0,0
2023-08-09 06:02:00,0,0,0
2023-08-09 06:03:00,0,0,0
2023-08-09 06:04:00,0,0,0
2023-08-09 06:05:00,0,0,0
2023-08-09 06:06:00,0,0,0
2023-08-09 06:07:00,0,0,0
2023-08-09 06:08:00,0,0,0
2023-08-09 06:09:00,0,0,0
2023-08-09 06:10:00,0,0,0
2023-08-09 06:11:00,0,0,0
2023-08-09 06:12:00,0,0,0
2023-08-09 06:13:00,0,0,0
2023-08-09 06:14:00,0,0,0
2023-08-09 06:15:00,0,0,0
2023-08-09 06:16:00,0,0,0
2023-08-09 06:17:00,0,0,0
2023-08-09 06:18:00,0,0,0
2023-08-09 06:19:00,0,0,0
2023-08-09 06:20:00,0,0,0
2023-08-09 06:21:00,0,0,0
2023-08-09 06:22:00,0,0,0
2023-08-09 06:23:00,0,0,0
2023-08-09 06:24:00,0,0,0
2023-08-09 06:25:00,0,0,0
2023-08-09 06:26:00,0,0,0
2023-08-09 06:27:00,0,0,0
2023-08-09 06:28:00,0,0,0
2023-08-09 06:29:00,0,0,0
2023-08-09 06:30:00,0,0,0
2023-08-09 06:31:00,0,0,0
2023-08-09 06:32:00,0,0,0
2023-08-09 06:33:00,0,0,0
2023-08-09 06:34:00,0,0,0
2023-08-09 06:35:00,0,0,0
2023-08-09 06:36:00,0,0,0
2023-08-09 06:37:00,0,0,0
2023-08-09 06:38:00,0,0,0
2023-08-09 06:39:00,0,0,0
2023-08-09 06:40:00,0,0,0
2023-08-09 06:41:00,0,0,0
2023-08-09 06:42:00,0,0,0
2023-08-09 06:43:00,0,0,0
2023-08-09 06:44:00,0,0,0
2023-08-09 06:45:00,0,0,0
2023-08-09 06:46:00,0,0,0
2023-08-09 06:47:00,0,0,0
2023-08-09 06:48:00,0,0,0
2023-08-09 06:49:00,0,0,0
2023-08-09 06:50:00,0,0,0
2023-08-09 06:51:00,0,0,0
2023-08-09 06:52:00,0,0,0
2023-08-09 06:53:00,0,0,0
2023-08-09 06:54:00,0,0,0
2023-08-09 06:55:00,0,0,0
2023-08-09 06:56:00,0,0,0
2023-08-09 06:57:00,0,0,0
2023-08-09 06:58:00,0,0,0
2023-08-09 06:59:00,0,0,0
2023-08-09 07:00:00,0,0,0
2023-08-09 07:01:00,0,0,0
2023-08-09 07:02:00,0,0,0
2023-08-09 07:03:00,0,0,0
2023-08-09 07:04:00,0,0,0
2023-08-09 07:05:00,0,0,0
2023-08-09 07:06:00,0,0,0
2023-08-09 07:07:00,0,0,0
2023-08-09 07:08:00,0,0,0
2023-08-09 07:09:00,0,0,0
2023-08-09 07:10:00,0,0,1.47
2023-08-09 07:11:00,0,0,0
2023-08-09 07:12:00,0,0,1.47
2023-08-09 07:13:00,0,0,1.47
2023-08-09 07:14:00,0,0,2.93
2023-08-09 07:15:00,0,0,2.93
2023-08-09 07:16:00,1.47,0,4.40
2023-08-09 07:17:00,1.47,0,5.87
2023-08-09 07:18:00,2.93,1.47,7.33
2023-08-09 07:19:00,4.40,1.47,7.33
2023-08-09 07:20:00,4.40,2.93,8.80
2023-08-09 07:21:00,5.87,4.40,10.3
2023-08-09 07:22:00,5.87,5.87,11.7
2023-08-09 07:23:00,7.33,7.33,13.2
2023-08-09 07:24:00,7.33,7.33,14.7
2023-08-09 07:25:00,8.80,7.33,11.7
2023-08-09 07:26:00,10.3,10.3,16.1
2023-08-09 07:27:00,10.3,11.7,19.1
2023-08-09 07:28:00,11.7,11.7,19.1
2023-08-09 07:29:00,11.7,14.7,22.0
2023-08-09 07:30:00,14.7,16.1,22.0
2023-08-09 07:31:00,16.1,17.6,24.9
2023-08-09 07:32:00,16.1,19.1,26.4
2023-08-09 07:33:00,17.6,20.5,29.3
2023-08-09 07:34:00,17.6,22.0,30.8
2023-08-09 07:35:00,20.5,23.5,32.3
2023-08-09 07:36:00,20.5,24.9,33.7
2023-08-09 07:37:00,22.0,26.4,35.2
2023-08-09 07:38:00,23.5,27.9,36.7
2023-08-09 07:39:00,23.5,29.3,38.1
2023-08-09 07:40:00,24.9,32.3,39.6
2023-08-09 07:41:00,26.4,35.2,41.1
2023-08-09 07:42:00,24.9,35.2,45.5
2023-08-09 07:43:00,27.9,33.7,46.9
2023-08-09 07:44:00,27.9,35.2,46.9
2023-08-09 07:45:00,29.3,39.6,48.4
2023-08-09 07:46:00,30.8,44.0,52.8
2023-08-09 07:47:00,30.8,42.5,57.2
2023-08-09 07:48:00,32.3,46.9,66.0
2023-08-09 07:49:00,36.7,63.0,98.2
2023-08-09 07:50:00,42.5,89.4,163
2023-08-09 07:51:00,44.0,152,196
2023-08-09 07:52:00,44.0,205,176
2023-08-09 07:53:00,48.4,208,155
2023-08-09 07:54:00,51.3,220,177
2023-08-09 07:55:00,54.3,229,207
2023-08-09 07:56:00,57.2,239,239
2023-08-09 07:57:00,60.1,248,252
2023-08-09 07:58:00,63.0,255,229
2023-08-09 07:59:00,64.5,262,248
2023-08-09 08:00:00,67.4,268,274
2023-08-09 08:01:00,70.4,277,282
2023-08-09 08:02:00,73.3,287,292
2023-08-09 08:03:00,76.2,298,302
2023-08-09 08:04:00,79.2,308,311
2023-08-09 08:05:00,82.1,317,320
2023-08-09 08:06:00,85.0,326,326
2023-08-09 08:07:00,86.5,331,333
2023-08-09 08:08:00,88.0,337,337
2023-08-09 08:09:00,90.9,343,343
2023-08-09 08:10:00,90.9,348,346
2023-08-09 08:11:00,93.8,352,350
2023-08-09 08:12:00,93.8,358,355
2023-08-09 08:13:00,96.8,365,362
2023-08-09 08:14:00,98.2,371,368
2023-08-09 08:15:00,99.7,377,371
2023-08-09 08:16:00,101,384,381
2023-08-09 08:17:00,104,387,384
2023-08-09 08:18:00,106,393,389
2023-08-09 08:19:00,109,397,393
2023-08-09 08:20:00,111,405,402
2023-08-09 08:21:00,114,413,409
2023-08-09 08:22:00,117,421,416
2023-08-09 08:23:00,120,428,425
2023-08-09 08:24:00,125,435,431
2023-08-09 08:25:00,126,443,438
2023-08-09 08:26:00,129,446,441
2023-08-09 08:27:00,132,450,446
2023-08-09 08:28:00,135,455,450
2023-08-09 08:29:00,136,459,453
2023-08-09 08:30:00,138,462,457
2023-08-09 08:31:00,142,468,463
2023-08-09 08:32:00,145,474,469
2023-08-09 08:33:00,147,478,472
2023-08-09 08:34:00,151,484,479
2023-08-09 08:35:00,154,490,485
2023-08-09 08:36:00,160,499,493
2023-08-09 08:37:00,161,506,500
2023-08-09 08:38:00,164,510,504
2023-08-09 08:39:00,167,513,506
2023-08-09 08:40:00,170,515,509
2023-08-09 08:41:00,173,521,516
2023-08-09 08:42:00,177,531,523
2023-08-09 08:43:00,182,538,532
2023-08-09 08:44:00,185,547,541
2023-08-09 08:45:00,189,554,545
2023-08-09 08:46:00,192,556,548
2023-08-09 08:47:00,195,563,556
2023-08-09 08:48:00,199,569,562
2023-08-09 08:49:00,202,575,567
2023-08-09 08:50:00,205,578,570
2023-08-09 08:51:00,210,584,576
2023-08-09 08:52:00,211,585,579
2023-08-09 08:53:00,214,587,582
2023-08-09 08:54:00,217,592,587
2023-08-09 08:55:00,221,600,594
2023-08-09 08:56:00,226,604,597
2023-08-09 08:57:00,227,603,597
2023-08-09 08:58:00,232,609,601
2023-08-09 08:59:00,235,614,607
2023-08-09 09:00:00,239,619,613
2023-08-09 09:01:00,242,622,614
2023-08-09 09:02:00,248,630,623
2023-08-09 09:03:00,252,638,630
2023-08-09 09:04:00,255,642,636
2023-08-09 09:05:00,258,650,641
2023-08-09 09:06:00,260,650,641
2023-08-09 09:07:00,262,652,644
2023-08-09 09:08:00,267,654,647
2023-08-09 09:09:00,268,657,648
2023-08-09 09:10:00,271,658,650
2023-08-09 09:11:00,276,658,652
2023-08-09 09:12:00,279,666,657
2023-08-09 09:13:00,284,670,661
2023-08-09 09:14:00,289,674,666
2023-08-09 09:15:00,289,672,663
2023-08-09 09:16:00,292,670,663
2023-08-09 09:17:00,293,669,660
2023-08-09 09:18:00,295,670,661
2023-08-09 09:19:00,301,676,667
2023-08-09 09:20:00,305,685,673
2023-08-09 09:21:00,308,688,677
2023-08-09 09:22:00,312,691,682
2023-08-09 09:23:00,315,692,683
2023-08-09 09:24:00,315,692,685
2023-08-09 09:25:00,321,698,688
2023-08-09 09:26:00,324,701,691
2023-08-09 09:27:00,327,699,691
2023-08-09 09:28:00,333,707,698
2023-08-09 09:29:00,337,711,704
2023-08-09 09:30:00,340,714,704
2023-08-09 09:31:00,343,717,707
2023-08-09 09:32:00,346,721,716
2023-08-09 09:33:00,348,717,708
2023-08-09 09:34:00,352,718,711
2023-08-09 09:35:00,353,720,710
2023-08-09 09:36:00,356,726,711
2023-08-09 09:37:00,364,732,718
2023-08-09 09:38:00,370,742,726
2023-08-09 09:39:00,374,743,729
2023-08-09 09:40:00,377,746,730
2023-08-09 09:41:00,381,749,736
2023-08-09 09:42:00,386,758,743
2023-08-09 09:43:00,387,755,739
2023-08-09 09:44:00,393,761,742
2023-08-09 09:45:00,397,764,749
2023-08-09 09:46:00,397,764,748
2023-08-09 09:47:00,399,761,745
2023-08-09 09:48:00,405,762,749
2023-08-09 09:49:00,406,761,746
2023-08-09 09:50:00,412,764,751
2023-08-09 09:51:00,415,771,758
2023-08-09 09:52:00,422,776,762
2023-08-09 09:53:00,421,773,762
2023-08-09 09:54:00,419,767,752
2023-08-09 09:55:00,424,770,757
2023-08-09 09:56:00,422,765,752
2023-08-09 09:57:00,431,777,762
2023-08-09 09:58:00,434,776,762
2023-08-09 09:59:00,437,780,761
2023-08-09 10:00:00,443,784,768
2023-08-09 10:01:00,447,787,773
2023-08-09 10:02:00,453,795,777
2023-08-09 10:03:00,457,799,780
2023-08-09 10:04:00,460,799,782
2023-08-09 10:05:00,465,802,784
2023-08-09 10:06:00,466,802,783
2023-08-09 10:07:00,468,799,783
2023-08-09 10:08:00,471,799,782
2023-08-09 10:09:00,469,796,779
2023-08-09 10:10:00,477,804,786
2023-08-09 10:11:00,478,799,782
2023-08-09 10:12:00,471,786,767
2023-08-09 10:13:00,488,808,792
2023-08-09 10:14:00,497,820,801
2023-08-09 10:15:00,500,818,801
2023-08-09 10:16:00,504,823,805
2023-08-09 10:17:00,510,824,808
2023-08-09 10:18:00,512,826,806
2023-08-09 10:19:00,512,820,801
2023-08-09 10:20:00,516,823,804
2023-08-09 10:21:00,509,806,792
2023-08-09 10:22:00,494,792,771
2023-08-09 10:23:00,504,790,776
2023-08-09 10:24:00,362,471,497
2023-08-09 10:25:00,523,814,798
2023-08-09 10:26:00,531,824,808
2023-08-09 10:27:00,519,805,787
2023-08-09 10:28:00,518,796,780
2023-08-09 10:29:00,532,815,799
2023-08-09 10:30:00,529,808,793
2023-08-09 10:31:00,543,826,808
2023-08-09 10:32:00,522,796,777
2023-08-09 10:33:00,537,809,792
2023-08-09 10:34:00,557,839,821
2023-08-09 10:35:00,565,845,826
2023-08-09 10:36:00,560,833,815
2023-08-09 10:37:00,553,818,802
2023-08-09 10:38:00,566,836,818
2023-08-09 10:39:00,584,856,839
2023-08-09 10:40:00,588,865,849
2023-08-09 10:41:00,584,855,837
2023-08-09 10:42:00,587,852,836
2023-08-09 10:43:00,589,852,834
2023-08-09 10:44:00,592,848,830
2023-08-09 10:45:00,600,861,842
2023-08-09 10:46:00,603,862,845
2023-08-09 10:47:00,610,864,848
2023-08-09 10:48:00,611,861,843
2023-08-09 10:49:00,619,865,848
2023-08-09 10:50:00,622,865,850
2023-08-09 10:51:00,632,870,853
2023-08-09 10:52:00,633,872,855
2023-08-09 10:53:00,633,868,850
2023-08-09 10:54:00,650,893,874
2023-08-09 10:55:00,639,878,859
2023-08-09 10:56:00,613,843,827
2023-08-09 10:57:00,625,855,837
2023-08-09 10:58:00,645,880,861
2023-08-09 10:59:00,642,870,852
2023-08-09 11:00:00,642,868,849
2023-08-09 11:01:00,642,868,849
2023-08-09 11:02:00,641,865,848
2023-08-09 11:03:00,644,864,848
2023-08-09 11:04:00,655,875,858
2023-08-09 11:05:00,655,872,852
2023-08-09 11:06:00,652,861,845
2023-08-09 11:07:00,669,878,859
2023-08-09 11:08:00,672,877,859
2023-08-09 11:09:00,682,883,865
2023-08-09 11:10:00,680,877,859
2023-08-09 11:11:00,641,811,798
2023-08-09 11:12:00,691,880,862
2023-08-09 11:13:00,718,912,894
2023-08-09 11:14:00,711,900,881
2023-08-09 11:15:00,717,908,889
2023-08-09 11:16:00,331,455,419
2023-08-09 11:17:00,249,264,267
2023-08-09 11:18:00,757,941,922
2023-08-09 11:19:00,776,966,947
2023-08-09 11:20:00,777,969,947
2023-08-09 11:21:00,767,962,941
2023-08-09 11:22:00,762,955,934
2023-08-09 11:23:00,764,952,931
2023-08-09 11:24:00,765,955,935
2023-08-09 11:25:00,765,950,931
2023-08-09 11:26:00,764,947,928
2023-08-09 11:27:00,764,943,927
2023-08-09 11:28:00,767,949,928
2023-08-09 11:29:00,270,320,314
2023-08-09 11:30:00,789,965,946
2023-08-09 11:31:00,738,843,845
2023-08-09 11:32:00,809,984,962
2023-08-09 11:33:00,804,965,943
2023-08-09 11:34:00,823,984,965
2023-08-09 11:35:00,821,978,957
2023-08-09 11:36:00,843,1004,982
2023-08-09 11:37:00,805,949,935
2023-08-09 11:38:00,842,994,975
2023-08-09 11:39:00,592,691,676
2023-08-09 11:40:00,271,292,290
2023-08-09 11:41:00,852,999,978
2023-08-09 11:42:00,834,975,956
2023-08-09 11:43:00,848,990,969
2023-08-09 11:44:00,846,988,966
2023-08-09 11:45:00,840,982,962
2023-08-09 11:46:00,842,981,962
2023-08-09 11:47:00,843,981,962
2023-08-09 11:48:00,852,993,972
2023-08-09 11:49:00,852,994,975
2023-08-09 11:50:00,240,249,246
2023-08-09 11:51:00,240,245,242
2023-08-09 11:52:00,248,254,251
2023-08-09 11:53:00,273,282,277
2023-08-09 11:54:00,790,867,867
2023-08-09 11:55:00,607,805,743
2023-08-09 11:56:00,859,979,959
2023-08-09 11:57:00,815,931,916
2023-08-09 11:58:00,537,582,572
