"Time","Irradiance Irradiance","Irradiance Irradiance_LS","Irradiance Irradiance_SPA"
2023-08-08 02:39:00,0,0,0
2023-08-08 02:40:00,0,0,0
2023-08-08 02:41:00,0,0,0
2023-08-08 02:42:00,0,0,0
2023-08-08 02:43:00,0,0,0
2023-08-08 02:44:00,0,0,0
2023-08-08 02:45:00,0,0,0
2023-08-08 02:46:00,0,0,0
2023-08-08 02:47:00,0,0,0
2023-08-08 02:48:00,0,0,0
2023-08-08 02:49:00,0,0,0
2023-08-08 02:50:00,0,0,0
2023-08-08 02:51:00,0,0,0
2023-08-08 02:52:00,0,0,0
2023-08-08 02:53:00,0,0,0
2023-08-08 02:54:00,0,0,0
2023-08-08 02:55:00,0,0,0
2023-08-08 02:56:00,0,0,0
2023-08-08 02:57:00,0,0,0
2023-08-08 02:58:00,0,0,0
2023-08-08 02:59:00,0,0,0
2023-08-08 03:00:00,0,0,0
2023-08-08 03:01:00,0,0,0
2023-08-08 03:02:00,0,0,0
2023-08-08 03:03:00,0,0,0
2023-08-08 03:04:00,0,0,0
2023-08-08 03:05:00,0,0,0
2023-08-08 03:06:00,0,0,0
2023-08-08 03:07:00,0,0,0
2023-08-08 03:08:00,0,0,0
2023-08-08 03:09:00,0,0,0
2023-08-08 03:10:00,0,0,0
2023-08-08 03:11:00,0,0,0
2023-08-08 03:12:00,0,0,0
2023-08-08 03:13:00,0,0,0
2023-08-08 03:14:00,0,0,0
2023-08-08 03:15:00,0,0,0
2023-08-08 03:16:00,0,0,0
2023-08-08 03:17:00,0,0,0
2023-08-08 03:18:00,0,0,0
2023-08-08 03:19:00,0,0,0
2023-08-08 03:20:00,0,0,0
2023-08-08 03:21:00,0,0,0
2023-08-08 03:22:00,0,0,0
2023-08-08 03:23:00,0,0,0
2023-08-08 03:24:00,0,0,0
2023-08-08 03:25:00,0,0,0
2023-08-08 03:26:00,0,0,0
2023-08-08 03:27:00,0,0,0
2023-08-08 03:28:00,0,0,0
2023-08-08 03:29:00,0,0,0
2023-08-08 03:30:00,0,0,0
2023-08-08 03:31:00,0,0,0
2023-08-08 03:32:00,0,0,0
2023-08-08 03:33:00,0,0,0
2023-08-08 03:34:00,0,0,0
2023-08-08 03:35:00,0,0,0
2023-08-08 03:36:00,0,0,0
2023-08-08 03:37:00,0,0,0
2023-08-08 03:38:00,0,0,0
2023-08-08 03:39:00,0,0,0
2023-08-08 03:40:00,0,0,0
2023-08-08 03:41:00,0,0,0
2023-08-08 03:42:00,0,0,0
2023-08-08 03:43:00,0,0,0
2023-08-08 03:44:00,0,0,0
2023-08-08 03:45:00,0,0,0
2023-08-08 03:46:00,0,0,0
2023-08-08 03:47:00,0,0,0
2023-08-08 03:48:00,0,0,0
2023-08-08 03:49:00,0,0,0
2023-08-08 03:50:00,0,0,0
2023-08-08 03:51:00,0,0,0
2023-08-08 03:52:00,0,0,0
2023-08-08 03:53:00,0,0,0
2023-08-08 03:54:00,0,0,0
2023-08-08 03:55:00,0,0,0
2023-08-08 03:56:00,0,0,0
2023-08-08 03:57:00,0,0,0
2023-08-08 03:58:00,0,0,0
2023-08-08 03:59:00,0,0,0
2023-08-08 04:00:00,0,0,0
2023-08-08 04:01:00,0,0,0
2023-08-08 04:02:00,0,0,0
2023-08-08 04:03:00,0,0,0
2023-08-08 04:04:00,0,0,0
2023-08-08 04:05:00,0,0,0
2023-08-08 04:06:00,0,0,0
2023-08-08 04:07:00,0,0,0
2023-08-08 04:08:00,0,0,0
2023-08-08 04:09:00,0,0,0
2023-08-08 04:10:00,0,0,0
2023-08-08 04:11:00,0,0,0
2023-08-08 04:12:00,0,0,0
2023-08-08 04:13:00,0,0,0
2023-08-08 04:14:00,0,0,0
2023-08-08 04:15:00,0,0,0
2023-08-08 04:16:00,0,0,0
2023-08-08 04:17:00,0,0,0
2023-08-08 04:18:00,0,0,0
2023-08-08 04:19:00,0,0,0
2023-08-08 04:20:00,0,0,0
2023-08-08 04:21:00,0,0,0
2023-08-08 04:22:00,0,0,0
2023-08-08 04:23:00,0,0,0
2023-08-08 04:24:00,0,0,0
2023-08-08 04:25:00,0,0,0
2023-08-08 04:26:00,0,0,0
2023-08-08 04:27:00,0,0,0
2023-08-08 04:28:00,0,0,0
2023-08-08 04:29:00,0,0,0
2023-08-08 04:30:00,0,0,0
2023-08-08 04:31:00,0,0,0
2023-08-08 04:32:00,0,0,0
2023-08-08 04:33:00,0,0,0
2023-08-08 04:34:00,0,0,0
2023-08-08 04:35:00,0,0,0
2023-08-08 04:36:00,0,0,0
2023-08-08 04:37:00,0,0,0
2023-08-08 04:38:00,0,0,0
2023-08-08 04:39:00,0,0,0
2023-08-08 04:40:00,0,0,0
2023-08-08 04:41:00,0,0,0
2023-08-08 04:42:00,0,0,0
2023-08-08 04:43:00,0,0,0
2023-08-08 04:44:00,0,0,0
2023-08-08 04:45:00,0,0,0
2023-08-08 04:46:00,0,0,0
2023-08-08 04:47:00,0,0,0
2023-08-08 04:48:00,0,0,0
2023-08-08 04:49:00,0,0,0
2023-08-08 04:50:00,0,0,0
2023-08-08 04:51:00,0,0,0
2023-08-08 04:52:00,0,0,0
2023-08-08 04:53:00,0,0,0
2023-08-08 04:54:00,0,0,0
2023-08-08 04:55:00,0,0,0
2023-08-08 04:56:00,0,0,0
2023-08-08 04:57:00,0,0,0
2023-08-08 04:58:00,0,0,0
2023-08-08 04:59:00,0,0,0
2023-08-08 05:00:00,0,0,0
2023-08-08 05:01:00,0,0,0
2023-08-08 05:02:00,0,0,0
2023-08-08 05:03:00,0,0,0
2023-08-08 05:04:00,0,0,0
2023-08-08 05:05:00,0,0,0
2023-08-08 05:06:00,0,0,0
2023-08-08 05:07:00,0,0,0
2023-08-08 05:08:00,0,0,0
2023-08-08 05:09:00,0,0,0
2023-08-08 05:10:00,0,0,0
2023-08-08 05:11:00,0,0,0
2023-08-08 05:12:00,0,0,0
2023-08-08 05:13:00,0,0,0
2023-08-08 05:14:00,0,0,0
2023-08-08 05:15:00,0,0,0
2023-08-08 05:16:00,0,0,0
2023-08-08 05:17:00,0,0,0
2023-08-08 05:18:00,0,0,0
2023-08-08 05:19:00,0,0,0
2023-08-08 05:20:00,0,0,0
2023-08-08 05:21:00,0,0,0
2023-08-08 05:22:00,0,0,0
2023-08-08 05:23:00,0,0,0
2023-08-08 05:24:00,0,0,0
2023-08-08 05:25:00,0,0,0
2023-08-08 05:26:00,0,0,0
2023-08-08 05:27:00,0,0,0
2023-08-08 05:28:00,0,0,0
2023-08-08 05:29:00,0,0,0
2023-08-08 05:30:00,0,0,0
2023-08-08 05:31:00,0,0,0
2023-08-08 05:32:00,0,0,0
2023-08-08 05:33:00,0,0,0
2023-08-08 05:34:00,0,0,0
2023-08-08 05:35:00,0,0,0
2023-08-08 05:36:00,0,0,0
2023-08-08 05:37:00,0,0,0
2023-08-08 05:38:00,0,0,0
2023-08-08 05:39:00,0,0,0
2023-08-08 05:40:00,0,0,0
2023-08-08 05:41:00,0,0,0
2023-08-08 05:42:00,0,0,0
2023-08-08 05:43:00,0,0,0
2023-08-08 05:44:00,0,0,0
2023-08-08 05:45:00,0,0,0
2023-08-08 05:46:00,0,0,0
2023-08-08 05:47:00,0,0,0
2023-08-08 05:48:00,0,0,0
2023-08-08 05:49:00,0,0,0
2023-08-08 05:50:00,0,0,0
2023-08-08 05:51:00,0,0,0
2023-08-08 05:52:00,0,0,0
2023-08-08 05:53:00,0,0,0
2023-08-08 05:54:00,0,0,0
2023-08-08 05:55:00,0,0,0
2023-08-08 05:56:00,0,0,0
2023-08-08 05:57:00,0,0,0
2023-08-08 05:58:00,0,0,0
2023-08-08 05:59:00,0,0,0
2023-08-08 06:00:00,0,0,0
2023-08-08 06:01:00,0,0,0
2023-08-08 06:02:00,0,0,0
2023-08-08 06:03:00,0,0,0
2023-08-08 06:04:00,0,0,0
2023-08-08 06:05:00,0,0,0
2023-08-08 06:06:00,0,0,0
2023-08-08 06:07:00,0,0,0
2023-08-08 06:08:00,0,0,0
2023-08-08 06:09:00,0,0,0
2023-08-08 06:10:00,0,0,0
2023-08-08 06:11:00,0,0,0
2023-08-08 06:12:00,0,0,0
2023-08-08 06:13:00,0,0,0
2023-08-08 06:14:00,0,0,0
2023-08-08 06:15:00,0,0,0
2023-08-08 06:16:00,0,0,0
2023-08-08 06:17:00,0,0,0
2023-08-08 06:18:00,0,0,0
2023-08-08 06:19:00,0,0,0
2023-08-08 06:20:00,0,0,0
2023-08-08 06:21:00,0,0,0
2023-08-08 06:22:00,0,0,0
2023-08-08 06:23:00,0,0,0
2023-08-08 06:24:00,0,0,0
2023-08-08 06:25:00,0,0,0
2023-08-08 06:26:00,0,0,0
2023-08-08 06:27:00,0,0,0
2023-08-08 06:28:00,0,0,0
2023-08-08 06:29:00,0,0,0
2023-08-08 06:30:00,0,0,0
2023-08-08 06:31:00,0,0,0
2023-08-08 06:32:00,0,0,0
2023-08-08 06:33:00,0,0,0
2023-08-08 06:34:00,0,0,0
2023-08-08 06:35:00,0,0,0
2023-08-08 06:36:00,0,0,0
2023-08-08 06:37:00,0,0,0
2023-08-08 06:38:00,0,0,0
2023-08-08 06:39:00,0,0,0
2023-08-08 06:40:00,0,0,0
2023-08-08 06:41:00,0,0,0
2023-08-08 06:42:00,0,0,0
2023-08-08 06:43:00,0,0,0
2023-08-08 06:44:00,0,0,0
2023-08-08 06:45:00,0,0,0
2023-08-08 06:46:00,0,0,0
2023-08-08 06:47:00,0,0,0
2023-08-08 06:48:00,0,0,0
2023-08-08 06:49:00,0,0,0
2023-08-08 06:50:00,0,0,0
2023-08-08 06:51:00,0,0,0
2023-08-08 06:52:00,0,0,0
2023-08-08 06:53:00,0,0,0
2023-08-08 06:54:00,0,0,0
2023-08-08 06:55:00,0,0,0
2023-08-08 06:56:00,0,0,0
2023-08-08 06:57:00,0,0,0
2023-08-08 06:58:00,0,0,0
2023-08-08 06:59:00,0,0,0
2023-08-08 07:00:00,0,0,0
2023-08-08 07:01:00,0,0,0
2023-08-08 07:02:00,0,0,0
2023-08-08 07:03:00,0,0,0
2023-08-08 07:04:00,0,0,0
2023-08-08 07:05:00,0,0,0
2023-08-08 07:06:00,0,0,0
2023-08-08 07:07:00,0,0,0
2023-08-08 07:08:00,0,0,0
2023-08-08 07:09:00,0,0,0
2023-08-08 07:10:00,0,0,0
2023-08-08 07:11:00,0,0,0
2023-08-08 07:12:00,0,0,0
2023-08-08 07:13:00,0,0,0
2023-08-08 07:14:00,0,0,0
2023-08-08 07:15:00,0,0,0
2023-08-08 07:16:00,0,0,0
2023-08-08 07:17:00,0,0,0
2023-08-08 07:18:00,0,0,0
2023-08-08 07:19:00,0,0,0
2023-08-08 07:20:00,0,0,0
2023-08-08 07:21:00,0,0,0
2023-08-08 07:22:00,0,0,0
2023-08-08 07:23:00,0,0,0
2023-08-08 07:24:00,1.47,0,1.47
2023-08-08 07:25:00,1.47,0,1.47
2023-08-08 07:26:00,2.93,0,1.47
2023-08-08 07:27:00,2.93,0,4.40
2023-08-08 07:28:00,1.47,0,4.40
2023-08-08 07:29:00,4.40,0,5.87
2023-08-08 07:30:00,4.40,0,5.87
2023-08-08 07:31:00,5.87,0,7.33
2023-08-08 07:32:00,8.80,0,8.80
2023-08-08 07:33:00,8.80,0,8.80
2023-08-08 07:34:00,11.7,0,10.3
2023-08-08 07:35:00,13.2,1.47,11.7
2023-08-08 07:36:00,14.7,2.93,11.7
2023-08-08 07:37:00,16.1,4.40,11.7
2023-08-08 07:38:00,16.1,4.40,13.2
2023-08-08 07:39:00,16.1,5.87,14.7
2023-08-08 07:40:00,16.1,5.87,14.7
2023-08-08 07:41:00,20.5,7.33,16.1
2023-08-08 07:42:00,19.1,7.33,19.1
2023-08-08 07:43:00,20.5,7.33,20.5
2023-08-08 07:44:00,23.5,8.80,22.0
2023-08-08 07:45:00,24.9,8.80,24.9
2023-08-08 07:46:00,26.4,10.3,29.3
2023-08-08 07:47:00,30.8,11.7,33.7
2023-08-08 07:48:00,33.7,13.2,38.1
2023-08-08 07:49:00,36.7,14.7,42.5
2023-08-08 07:50:00,41.1,17.6,46.9
2023-08-08 07:51:00,45.5,20.5,51.3
2023-08-08 07:52:00,48.4,22.0,57.2
2023-08-08 07:53:00,51.3,23.5,64.5
2023-08-08 07:54:00,54.3,23.5,85.0
2023-08-08 07:55:00,61.6,26.4,116
2023-08-08 07:56:00,63.0,27.9,89.4
2023-08-08 07:57:00,73.3,32.3,129
2023-08-08 07:58:00,77.7,35.2,155
2023-08-08 07:59:00,79.2,36.7,170
2023-08-08 08:00:00,80.6,36.7,173
2023-08-08 08:01:00,82.1,39.6,180
2023-08-08 08:02:00,82.1,39.6,183
2023-08-08 08:03:00,82.1,41.1,191
2023-08-08 08:04:00,82.1,41.1,194
2023-08-08 08:05:00,79.2,41.1,183
2023-08-08 08:06:00,74.8,39.6,161
2023-08-08 08:07:00,66.0,36.7,120
2023-08-08 08:08:00,57.2,33.7,71.8
2023-08-08 08:09:00,54.3,33.7,68.9
2023-08-08 08:10:00,54.3,33.7,67.4
2023-08-08 08:11:00,55.7,33.7,70.4
2023-08-08 08:12:00,63.0,36.7,122
2023-08-08 08:13:00,64.5,36.7,129
2023-08-08 08:14:00,76.2,39.6,186
2023-08-08 08:15:00,79.2,38.1,191
2023-08-08 08:16:00,76.2,36.7,163
2023-08-08 08:17:00,70.4,33.7,114
2023-08-08 08:18:00,85.0,36.7,196
2023-08-08 08:19:00,93.8,36.7,224
2023-08-08 08:20:00,96.8,38.1,235
2023-08-08 08:21:00,104,38.1,251
2023-08-08 08:22:00,106,38.1,249
2023-08-08 08:23:00,110,39.6,252
2023-08-08 08:24:00,114,41.1,261
2023-08-08 08:25:00,119,42.5,271
2023-08-08 08:26:00,122,45.5,284
2023-08-08 08:27:00,125,44.0,287
2023-08-08 08:28:00,126,45.5,284
2023-08-08 08:29:00,128,45.5,287
2023-08-08 08:30:00,130,46.9,296
2023-08-08 08:31:00,132,46.9,296
2023-08-08 08:32:00,130,46.9,289
2023-08-08 08:33:00,132,46.9,298
2023-08-08 08:34:00,130,45.5,286
2023-08-08 08:35:00,132,45.5,290
2023-08-08 08:36:00,126,45.5,249
2023-08-08 08:37:00,144,283,306
2023-08-08 08:38:00,150,314,314
2023-08-08 08:39:00,155,327,326
2023-08-08 08:40:00,157,331,330
2023-08-08 08:41:00,161,348,346
2023-08-08 08:42:00,169,371,368
2023-08-08 08:43:00,174,381,378
2023-08-08 08:44:00,174,372,371
2023-08-08 08:45:00,183,394,393
2023-08-08 08:46:00,192,421,418
2023-08-08 08:47:00,196,428,424
2023-08-08 08:48:00,192,408,406
2023-08-08 08:49:00,185,380,377
2023-08-08 08:50:00,136,220,221
2023-08-08 08:51:00,128,185,185
2023-08-08 08:52:00,141,202,204
2023-08-08 08:53:00,208,396,399
2023-08-08 08:54:00,226,455,452
2023-08-08 08:55:00,230,466,463
2023-08-08 08:56:00,216,418,415
2023-08-08 08:57:00,152,213,213
2023-08-08 08:58:00,164,226,223
2023-08-08 08:59:00,186,264,260
2023-08-08 09:00:00,249,422,419
2023-08-08 09:01:00,267,444,438
2023-08-08 09:02:00,283,478,471
2023-08-08 09:03:00,279,475,468
2023-08-08 09:04:00,240,386,378
2023-08-08 09:05:00,198,282,276
2023-08-08 09:06:00,192,267,260
2023-08-08 09:07:00,238,386,386
2023-08-08 09:08:00,271,503,497
2023-08-08 09:09:00,274,523,516
2023-08-08 09:10:00,271,521,512
2023-08-08 09:11:00,280,540,532
2023-08-08 09:12:00,283,537,528
2023-08-08 09:13:00,304,562,553
2023-08-08 09:14:00,328,598,589
2023-08-08 09:15:00,346,609,600
2023-08-08 09:16:00,340,585,572
2023-08-08 09:17:00,233,305,298
2023-08-08 09:18:00,218,276,261
2023-08-08 09:19:00,205,246,232
2023-08-08 09:20:00,188,218,199
2023-08-08 09:21:00,173,195,177
2023-08-08 09:22:00,164,180,163
2023-08-08 09:23:00,161,173,152
2023-08-08 09:24:00,166,174,155
2023-08-08 09:25:00,173,183,164
2023-08-08 09:26:00,188,199,182
2023-08-08 09:27:00,202,221,199
2023-08-08 09:28:00,249,312,296
2023-08-08 09:29:00,210,230,202
2023-08-08 09:30:00,205,224,189
2023-08-08 09:31:00,204,220,185
2023-08-08 09:32:00,201,217,180
2023-08-08 09:33:00,196,210,173
2023-08-08 09:34:00,188,201,164
2023-08-08 09:35:00,179,189,155
2023-08-08 09:36:00,173,182,148
2023-08-08 09:37:00,167,176,141
2023-08-08 09:38:00,167,174,136
2023-08-08 09:39:00,163,170,133
2023-08-08 09:40:00,161,166,130
2023-08-08 09:41:00,163,166,129
2023-08-08 09:42:00,164,167,129
2023-08-08 09:43:00,166,169,126
2023-08-08 09:44:00,157,163,120
2023-08-08 09:45:00,148,154,113
2023-08-08 09:46:00,138,142,107
2023-08-08 09:47:00,129,135,103
2023-08-08 09:48:00,128,130,104
2023-08-08 09:49:00,129,133,107
2023-08-08 09:50:00,138,139,114
2023-08-08 09:51:00,148,151,128
2023-08-08 09:52:00,158,163,141
2023-08-08 09:53:00,170,176,155
2023-08-08 09:54:00,177,189,172
2023-08-08 09:55:00,179,195,182
2023-08-08 09:56:00,179,198,186
2023-08-08 09:57:00,191,213,202
2023-08-08 09:58:00,283,362,355
2023-08-08 09:59:00,413,591,576
2023-08-08 10:00:00,359,446,434
2023-08-08 10:01:00,333,391,371
2023-08-08 10:02:00,368,446,425
2023-08-08 10:03:00,374,468,443
2023-08-08 10:04:00,375,481,456
2023-08-08 10:05:00,371,469,447
2023-08-08 10:06:00,368,449,427
2023-08-08 10:07:00,578,814,786
2023-08-08 10:08:00,528,732,704
2023-08-08 10:09:00,324,386,361
2023-08-08 10:10:00,296,337,312
2023-08-08 10:11:00,284,318,292
2023-08-08 10:12:00,293,323,295
2023-08-08 10:13:00,378,438,415
2023-08-08 10:14:00,349,405,375
2023-08-08 10:15:00,306,342,311
2023-08-08 10:16:00,293,339,312
2023-08-08 10:17:00,243,274,251
2023-08-08 10:18:00,210,235,211
2023-08-08 10:19:00,185,204,183
2023-08-08 10:20:00,166,182,163
2023-08-08 10:21:00,148,163,147
2023-08-08 10:22:00,135,150,136
2023-08-08 10:23:00,125,139,130
2023-08-08 10:24:00,113,126,119
2023-08-08 10:25:00,109,120,116
2023-08-08 10:26:00,111,122,114
2023-08-08 10:27:00,116,126,120
2023-08-08 10:28:00,116,125,117
2023-08-08 10:29:00,98.2,106,99.7
2023-08-08 10:30:00,76.2,80.6,74.8
2023-08-08 10:31:00,60.1,58.7,52.8
2023-08-08 10:32:00,54.3,49.9,44.0
2023-08-08 10:33:00,52.8,46.9,41.1
2023-08-08 10:34:00,49.9,45.5,38.1
2023-08-08 10:35:00,48.4,42.5,35.2
2023-08-08 10:36:00,42.5,36.7,30.8
2023-08-08 10:37:00,38.1,30.8,26.4
2023-08-08 10:38:00,32.3,26.4,22.0
2023-08-08 10:39:00,27.9,22.0,20.5
2023-08-08 10:40:00,24.9,19.1,19.1
2023-08-08 10:41:00,29.3,19.1,20.5
2023-08-08 10:42:00,35.2,24.9,23.5
2023-08-08 10:43:00,48.4,36.7,35.2
2023-08-08 10:44:00,63.0,52.8,46.9
2023-08-08 10:45:00,79.2,68.9,60.1
2023-08-08 10:46:00,89.4,79.2,68.9
2023-08-08 10:47:00,96.8,85.0,77.7
2023-08-08 10:48:00,98.2,86.5,80.6
2023-08-08 10:49:00,95.3,83.6,80.6
2023-08-08 10:50:00,92.4,82.1,79.2
2023-08-08 10:51:00,90.9,80.6,80.6
2023-08-08 10:52:00,86.5,79.2,77.7
2023-08-08 10:53:00,80.6,73.3,73.3
2023-08-08 10:54:00,76.2,70.4,73.3
2023-08-08 10:55:00,74.8,68.9,71.8
2023-08-08 10:56:00,73.3,68.9,73.3
2023-08-08 10:57:00,76.2,71.8,73.3
2023-08-08 10:58:00,79.2,74.8,76.2
2023-08-08 10:59:00,88.0,82.1,82.1
2023-08-08 11:00:00,98.2,92.4,92.4
2023-08-08 11:01:00,113,107,106
2023-08-08 11:02:00,130,120,117
2023-08-08 11:03:00,148,139,129
2023-08-08 11:04:00,157,150,138
2023-08-08 11:05:00,158,154,145
2023-08-08 11:06:00,160,157,151
2023-08-08 11:07:00,150,151,150
2023-08-08 11:08:00,141,145,147
2023-08-08 11:09:00,141,148,148
2023-08-08 11:10:00,147,154,151
2023-08-08 11:11:00,157,163,160
2023-08-08 11:12:00,166,167,163
2023-08-08 11:13:00,172,172,166
2023-08-08 11:14:00,174,173,166
2023-08-08 11:15:00,177,174,167
2023-08-08 11:16:00,186,185,172
2023-08-08 11:17:00,201,198,188
2023-08-08 11:18:00,214,214,202
2023-08-08 11:19:00,229,227,217
2023-08-08 11:20:00,238,239,229
2023-08-08 11:21:00,245,245,238
2023-08-08 11:22:00,249,252,245
2023-08-08 11:23:00,257,260,252
2023-08-08 11:24:00,258,264,255
2023-08-08 11:25:00,260,265,254
2023-08-08 11:26:00,260,267,260
2023-08-08 11:27:00,255,264,258
2023-08-08 11:28:00,252,262,257
2023-08-08 11:29:00,254,262,257
2023-08-08 11:30:00,261,271,264
2023-08-08 11:31:00,270,282,276
2023-08-08 11:32:00,277,292,284
2023-08-08 11:33:00,282,301,295
2023-08-08 11:34:00,296,315,309
2023-08-08 11:35:00,315,334,327
2023-08-08 11:36:00,331,352,343
2023-08-08 11:37:00,348,368,355
2023-08-08 11:38:00,371,391,378
2023-08-08 11:39:00,394,416,405
2023-08-08 11:40:00,623,692,672
2023-08-08 11:41:00,611,672,652
2023-08-08 11:42:00,799,903,872
2023-08-08 11:43:00,824,933,902
2023-08-08 11:44:00,809,911,880
2023-08-08 11:45:00,721,804,774
