Time,PV(W),Grid(W),Load(W)
2025-01-06 00:00:00,0,0,0
2025-01-06 00:05:00,0,0,0
2025-01-06 00:10:00,0,0,0
2025-01-06 00:15:00,0,0,0
2025-01-06 00:20:00,0,0,0
2025-01-06 00:25:00,0,0,0
2025-01-06 00:30:00,0,0,0
2025-01-06 00:35:00,0,0,0
2025-01-06 00:40:00,0,0,0
2025-01-06 00:45:00,0,0,0
2025-01-06 00:50:00,0,0,0
2025-01-06 00:55:00,0,0,0
2025-01-06 01:00:00,0,0,0
2025-01-06 01:05:00,0,0,0
2025-01-06 01:10:00,0,0,0
2025-01-06 01:15:00,0,0,0
2025-01-06 01:20:00,0,0,0
2025-01-06 01:25:00,0,0,0
2025-01-06 01:30:00,0,0,0
2025-01-06 01:35:00,0,0,0
2025-01-06 01:40:00,0,0,0
2025-01-06 01:45:00,0,0,0
2025-01-06 01:50:00,0,0,0
2025-01-06 01:55:00,0,0,0
2025-01-06 02:00:00,0,0,0
2025-01-06 02:05:00,0,0,0
2025-01-06 02:10:00,0,0,0
2025-01-06 02:15:00,0,0,0
2025-01-06 02:20:00,0,0,0
2025-01-06 02:25:00,0,0,0
2025-01-06 02:30:00,0,0,0
2025-01-06 02:35:00,0,0,0
2025-01-06 02:40:00,0,0,0
2025-01-06 02:45:00,0,0,0
2025-01-06 02:50:00,0,0,0
2025-01-06 02:55:00,0,0,0
2025-01-06 03:00:00,0,0,0
2025-01-06 03:05:00,0,0,0
2025-01-06 03:10:00,0,0,0
2025-01-06 03:15:00,0,0,0
2025-01-06 03:20:00,0,0,0
2025-01-06 03:25:00,0,0,0
2025-01-06 03:30:00,0,0,0
2025-01-06 03:35:00,0,0,0
2025-01-06 03:40:00,0,0,0
2025-01-06 03:45:00,0,0,0
2025-01-06 03:50:00,0,0,0
2025-01-06 03:55:00,0,0,0
2025-01-06 04:00:00,0,0,0
2025-01-06 04:05:00,0,0,0
2025-01-06 04:10:00,0,0,0
2025-01-06 04:15:00,0,0,0
2025-01-06 04:20:00,0,0,0
2025-01-06 04:25:00,0,0,0
2025-01-06 04:30:00,0,0,0
2025-01-06 04:35:00,0,0,0
2025-01-06 04:40:00,0,0,0
2025-01-06 04:45:00,0,0,0
2025-01-06 04:50:00,0,0,0
2025-01-06 04:55:00,0,0,0
2025-01-06 05:00:00,0,0,0
2025-01-06 05:05:00,0,0,0
2025-01-06 05:10:00,0,0,0
2025-01-06 05:15:00,0,0,0
2025-01-06 05:20:00,0,0,0
2025-01-06 05:25:00,0,0,0
2025-01-06 05:30:00,0,0,0
2025-01-06 05:35:00,0,0,0
2025-01-06 05:40:00,0,0,0
2025-01-06 05:45:00,0,0,0
2025-01-06 05:50:00,0,0,0
2025-01-06 05:55:00,0,0,0
2025-01-06 06:00:00,0,0,0
2025-01-06 06:05:00,0,0,0
2025-01-06 06:10:00,0,0,0
2025-01-06 06:15:00,0,0,0
2025-01-06 06:20:00,0,0,0
2025-01-06 06:25:00,0,0,0
2025-01-06 06:30:00,0,0,0
2025-01-06 06:35:00,0,0,0
2025-01-06 06:40:00,0,0,0
2025-01-06 06:45:00,0,0,0
2025-01-06 06:50:00,0,0,0
2025-01-06 06:55:00,0,0,0
2025-01-06 07:00:00,0,0,0
2025-01-06 07:05:00,0,0,0
2025-01-06 07:10:00,0,0,0
2025-01-06 07:15:00,0,0,0
2025-01-06 07:20:00,0,0,0
2025-01-06 07:25:00,0,0,0
2025-01-06 07:30:00,0,0,0
2025-01-06 07:35:00,0,0,0
2025-01-06 07:40:00,0,0,0
2025-01-06 07:45:00,0,0,0
2025-01-06 07:50:00,700,15,715
2025-01-06 07:55:00,828,18,846
2025-01-06 08:00:00,1070,25,1095
2025-01-06 08:05:00,1310,31,1341
2025-01-06 08:10:00,1454,35,1489
2025-01-06 08:15:00,1735,42,1777
2025-01-06 08:20:00,2052,50,2102
2025-01-06 08:25:00,2450,61,2511
2025-01-06 08:30:00,2976,74,3050
2025-01-06 08:35:00,3326,83,3409
2025-01-06 08:40:00,3826,95,3921
2025-01-06 08:45:00,3826,95,3921
2025-01-06 08:50:00,9670,243,9913
2025-01-06 08:55:00,12035,302,12337
2025-01-06 09:00:00,3826,95,3921
2025-01-06 09:05:00,14718,370,15088
2025-01-06 09:10:00,16564,417,16981
2025-01-06 09:15:00,15522,390,15912
2025-01-06 09:20:00,14628,368,14996
2025-01-06 09:25:00,--,--,0
2025-01-06 09:30:00,--,--,0
2025-01-06 09:35:00,--,--,0
2025-01-06 09:40:00,--,--,0
2025-01-06 09:45:00,--,--,0
2025-01-06 09:50:00,18841,475,19316
2025-01-06 09:55:00,16305,409,16714
2025-01-06 10:00:00,16796,424,17220
2025-01-06 10:05:00,22441,566,23007
2025-01-06 10:10:00,23007,584,23591
2025-01-06 10:15:00,23706,602,24308
2025-01-06 10:20:00,17797,451,18248
2025-01-06 10:25:00,23859,600,24459
2025-01-06 10:30:00,30249,765,31014
2025-01-06 10:35:00,28914,726,29640
2025-01-06 10:40:00,29484,744,30228
2025-01-06 10:45:00,30435,770,31205
2025-01-06 10:50:00,--,--,0
2025-01-06 10:55:00,--,--,0
2025-01-06 11:00:00,--,--,0
2025-01-06 11:05:00,--,--,0
2025-01-06 11:10:00,20007,533,20540
2025-01-06 11:15:00,32772,826,33598
2025-01-06 11:20:00,32475,820,33295
2025-01-06 11:25:00,--,--,0
2025-01-06 11:30:00,--,--,0
2025-01-06 11:35:00,--,--,0
2025-01-06 11:40:00,--,--,0
2025-01-06 11:45:00,--,--,0
2025-01-06 11:50:00,--,--,0
2025-01-06 11:55:00,34317,866,35183
2025-01-06 12:00:00,34914,881,35795
2025-01-06 12:05:00,29920,738,30658
2025-01-06 12:10:00,29920,738,30658
2025-01-06 12:15:00,29920,738,30658
2025-01-06 12:20:00,29920,738,30658
2025-01-06 12:25:00,29920,738,30658
2025-01-06 12:30:00,25908,644,26552
2025-01-06 12:35:00,15842,396,16238
2025-01-06 12:40:00,15842,396,16238
2025-01-06 12:45:00,15842,396,16238
2025-01-06 12:50:00,33504,847,34351
2025-01-06 12:55:00,34073,860,34933
2025-01-06 13:00:00,35628,899,36527
2025-01-06 13:05:00,32986,849,33835
2025-01-06 13:10:00,39204,989,40193
2025-01-06 13:15:00,35628,899,36527
2025-01-06 13:20:00,35628,899,36527
2025-01-06 13:25:00,32466,817,33283
2025-01-06 13:30:00,32466,817,33283
2025-01-06 13:35:00,32466,817,33283
2025-01-06 13:40:00,32466,817,33283
2025-01-06 13:45:00,32466,817,33283
2025-01-06 13:50:00,32466,817,33283
2025-01-06 13:55:00,13654,343,13997
2025-01-06 14:00:00,14704,370,15074
2025-01-06 14:05:00,23431,586,24017
2025-01-06 14:10:00,14926,375,15301
2025-01-06 14:15:00,13055,327,13382
2025-01-06 14:20:00,12133,305,12438
2025-01-06 14:25:00,12133,305,12438
2025-01-06 14:30:00,12133,305,12438
2025-01-06 14:35:00,25791,651,26442
2025-01-06 14:40:00,12133,305,12438
2025-01-06 14:45:00,12370,311,12681
2025-01-06 14:50:00,14668,370,15038
2025-01-06 14:55:00,14668,370,15038
2025-01-06 15:00:00,14668,370,15038
2025-01-06 15:05:00,14232,360,14592
2025-01-06 15:10:00,14232,360,14592
2025-01-06 15:15:00,13692,344,14036
2025-01-06 15:20:00,17537,447,17984
2025-01-06 15:25:00,28103,711,28814
2025-01-06 15:30:00,14757,373,15130
2025-01-06 15:35:00,14710,372,15082
2025-01-06 15:40:00,13934,353,14287
2025-01-06 15:45:00,13173,333,13506
2025-01-06 15:50:00,9679,244,9923
2025-01-06 15:55:00,9134,231,9365
2025-01-06 16:00:00,9475,240,9715
2025-01-06 16:05:00,10315,260,10575
2025-01-06 16:10:00,9475,240,9715
2025-01-06 16:15:00,9475,240,9715
2025-01-06 16:20:00,23243,587,23830
2025-01-06 16:25:00,21623,548,22171
2025-01-06 16:30:00,19101,484,19585
2025-01-06 16:35:00,13006,330,13336
2025-01-06 16:40:00,16175,408,16583
2025-01-06 16:45:00,14802,372,15174
2025-01-06 16:50:00,12070,306,12376
2025-01-06 16:55:00,12202,306,12508
2025-01-06 17:00:00,11091,278,11369
2025-01-06 17:05:00,7103,179,7282
2025-01-06 17:10:00,7007,176,7183
2025-01-06 17:15:00,5724,144,5868
2025-01-06 17:20:00,7103,179,7282
2025-01-06 17:25:00,7103,179,7282
2025-01-06 17:30:00,7103,179,7282
2025-01-06 17:35:00,7103,179,7282
2025-01-06 17:40:00,7103,179,7282
2025-01-06 17:45:00,4688,118,0
2025-01-06 17:50:00,2273,56,2329
2025-01-06 17:55:00,2381,58,2439
2025-01-06 18:00:00,2618,64,2682
2025-01-06 18:05:00,2658,66,2724
2025-01-06 18:10:00,2449,60,2509
2025-01-06 18:15:00,2135,52,2187
2025-01-06 18:20:00,2122,51,2173
2025-01-06 18:25:00,2043,50,2093
2025-01-06 18:30:00,1261,29,1290
2025-01-06 18:35:00,696,15,711
2025-01-06 18:40:00,448,9,457
2025-01-06 18:45:00,248,3,251
2025-01-06 18:50:00,161,1,162
2025-01-06 18:55:00,121,0,121
2025-01-06 19:00:00,82,0,82
2025-01-06 19:05:00,36,-1,35
