Time,PV(W),Grid(W),Load(W)
2025-02-15 00:00:00,0,0,0
2025-02-15 00:05:00,0,0,0
2025-02-15 00:10:00,0,0,0
2025-02-15 00:15:00,0,0,0
2025-02-15 00:20:00,0,0,0
2025-02-15 00:25:00,0,0,0
2025-02-15 00:30:00,0,0,0
2025-02-15 00:35:00,0,0,0
2025-02-15 00:40:00,0,0,0
2025-02-15 00:45:00,0,0,0
2025-02-15 00:50:00,0,0,0
2025-02-15 00:55:00,0,0,0
2025-02-15 01:00:00,0,0,0
2025-02-15 01:05:00,0,0,0
2025-02-15 01:10:00,0,0,0
2025-02-15 01:15:00,0,0,0
2025-02-15 01:20:00,0,0,0
2025-02-15 01:25:00,0,0,0
2025-02-15 01:30:00,0,0,0
2025-02-15 01:35:00,0,0,0
2025-02-15 01:40:00,0,0,0
2025-02-15 01:45:00,0,0,0
2025-02-15 01:50:00,0,0,0
2025-02-15 01:55:00,0,0,0
2025-02-15 02:00:00,0,0,0
2025-02-15 02:05:00,0,0,0
2025-02-15 02:10:00,0,0,0
2025-02-15 02:15:00,0,0,0
2025-02-15 02:20:00,0,0,0
2025-02-15 02:25:00,0,0,0
2025-02-15 02:30:00,0,0,0
2025-02-15 02:35:00,0,0,0
2025-02-15 02:40:00,0,0,0
2025-02-15 02:45:00,0,0,0
2025-02-15 02:50:00,0,0,0
2025-02-15 02:55:00,0,0,0
2025-02-15 03:00:00,0,0,0
2025-02-15 03:05:00,0,0,0
2025-02-15 03:10:00,0,0,0
2025-02-15 03:15:00,0,0,0
2025-02-15 03:20:00,0,0,0
2025-02-15 03:25:00,0,0,0
2025-02-15 03:30:00,0,0,0
2025-02-15 03:35:00,0,0,0
2025-02-15 03:40:00,0,0,0
2025-02-15 03:45:00,0,0,0
2025-02-15 03:50:00,0,0,0
2025-02-15 03:55:00,0,0,0
2025-02-15 04:00:00,0,0,0
2025-02-15 04:05:00,0,0,0
2025-02-15 04:10:00,0,0,0
2025-02-15 04:15:00,0,0,0
2025-02-15 04:20:00,0,0,0
2025-02-15 04:25:00,0,0,0
2025-02-15 04:30:00,0,0,0
2025-02-15 04:35:00,0,0,0
2025-02-15 04:40:00,0,0,0
2025-02-15 04:45:00,0,0,0
2025-02-15 04:50:00,0,0,0
2025-02-15 04:55:00,0,0,0
2025-02-15 05:00:00,0,0,0
2025-02-15 05:05:00,0,0,0
2025-02-15 05:10:00,0,0,0
2025-02-15 05:15:00,0,0,0
2025-02-15 05:20:00,0,0,0
2025-02-15 05:25:00,0,0,0
2025-02-15 05:30:00,0,0,0
2025-02-15 05:35:00,0,0,0
2025-02-15 05:40:00,0,0,0
2025-02-15 05:45:00,0,0,0
2025-02-15 05:50:00,0,0,0
2025-02-15 05:55:00,0,0,0
2025-02-15 06:00:00,0,0,0
2025-02-15 06:05:00,0,0,0
2025-02-15 06:10:00,0,0,0
2025-02-15 06:15:00,0,0,0
2025-02-15 06:20:00,0,0,0
2025-02-15 06:25:00,0,0,0
2025-02-15 06:30:00,0,0,0
2025-02-15 06:35:00,0,0,0
2025-02-15 06:40:00,0,0,0
2025-02-15 06:45:00,0,0,0
2025-02-15 06:50:00,0,0,0
2025-02-15 06:55:00,0,0,0
2025-02-15 07:00:00,0,0,0
2025-02-15 07:05:00,0,0,0
2025-02-15 07:10:00,0,0,0
2025-02-15 07:15:00,0,0,0
2025-02-15 07:20:00,0,0,0
2025-02-15 07:25:00,0,0,0
2025-02-15 07:30:00,0,0,0
2025-02-15 07:35:00,0,0,0
2025-02-15 07:40:00,0,0,0
2025-02-15 07:45:00,701,15,716
2025-02-15 07:50:00,746,16,762
2025-02-15 07:55:00,1229,28,1257
2025-02-15 08:00:00,2031,49,2080
2025-02-15 08:05:00,4592,114,4706
2025-02-15 08:10:00,7935,198,8133
2025-02-15 08:15:00,10557,266,10823
2025-02-15 08:20:00,11912,300,12212
2025-02-15 08:25:00,12651,319,12970
2025-02-15 08:30:00,14314,361,14675
2025-02-15 08:35:00,15450,390,15840
2025-02-15 08:40:00,17705,446,18151
2025-02-15 08:45:00,18635,470,19105
2025-02-15 08:50:00,20240,511,20751
2025-02-15 08:55:00,20468,518,20986
2025-02-15 09:00:00,21221,537,21758
2025-02-15 09:05:00,23395,594,23989
2025-02-15 09:10:00,24923,629,25552
2025-02-15 09:15:00,26038,655,26693
2025-02-15 09:20:00,27163,686,27849
2025-02-15 09:25:00,28117,710,28827
2025-02-15 09:30:00,28243,712,28955
2025-02-15 09:35:00,29355,740,30095
2025-02-15 09:40:00,29971,756,30727
2025-02-15 09:45:00,30708,774,31482
2025-02-15 09:50:00,31624,799,32423
2025-02-15 09:55:00,31832,802,32634
2025-02-15 10:00:00,34084,860,34944
2025-02-15 10:05:00,34988,883,35871
2025-02-15 10:10:00,30841,778,31619
2025-02-15 10:15:00,36312,914,37226
2025-02-15 10:20:00,32326,815,33141
2025-02-15 10:25:00,33961,861,34822
2025-02-15 10:30:00,26829,674,27503
2025-02-15 10:35:00,37450,945,38395
2025-02-15 10:40:00,33281,841,34122
2025-02-15 10:45:00,26314,663,26977
2025-02-15 10:50:00,37017,935,37952
2025-02-15 10:55:00,36503,921,37424
2025-02-15 11:00:00,36865,930,37795
2025-02-15 11:05:00,36865,930,37795
2025-02-15 11:10:00,38187,964,39151
2025-02-15 11:15:00,38666,974,39640
2025-02-15 11:20:00,38331,967,39298
2025-02-15 11:25:00,38331,967,39298
2025-02-15 11:30:00,38331,967,39298
2025-02-15 11:35:00,15936,401,16337
2025-02-15 11:40:00,16581,417,16998
2025-02-15 11:45:00,15936,400,16336
2025-02-15 11:50:00,34484,873,35357
2025-02-15 11:55:00,34484,873,35357
2025-02-15 12:00:00,15293,385,15678
2025-02-15 12:05:00,33313,841,34154
2025-02-15 12:10:00,36589,924,37513
2025-02-15 12:15:00,39503,998,40501
2025-02-15 12:20:00,38890,982,39872
2025-02-15 12:25:00,37736,955,38691
2025-02-15 12:30:00,41142,1039,42181
2025-02-15 12:35:00,40093,1005,41098
2025-02-15 12:40:00,44152,1113,45265
2025-02-15 12:45:00,35688,900,36588
2025-02-15 12:50:00,16051,404,16455
2025-02-15 12:55:00,14872,373,15245
2025-02-15 13:00:00,10081,253,10334
2025-02-15 13:05:00,14658,369,15027
2025-02-15 13:10:00,38317,967,39284
2025-02-15 13:15:00,16976,427,17403
2025-02-15 13:20:00,14671,372,15043
2025-02-15 13:25:00,12283,311,12594
2025-02-15 13:30:00,13572,342,13914
2025-02-15 13:35:00,21249,536,21785
2025-02-15 13:40:00,32174,829,33003
2025-02-15 13:45:00,18315,461,18776
2025-02-15 13:50:00,17753,447,18200
2025-02-15 13:55:00,16165,410,16575
2025-02-15 14:00:00,16669,419,17088
2025-02-15 14:05:00,14124,357,14481
2025-02-15 14:10:00,13572,345,13917
2025-02-15 14:15:00,12384,312,12696
2025-02-15 14:20:00,11858,300,12158
2025-02-15 14:25:00,10958,275,11233
2025-02-15 14:30:00,10747,272,11019
2025-02-15 14:35:00,10873,273,11146
2025-02-15 14:40:00,10067,252,10319
2025-02-15 14:45:00,10672,268,10940
