Time,PV(W)
2024-12-14 11:25:00,29252
2024-12-14 11:30:00,28333
2024-12-14 11:35:00,29412
2024-12-14 11:40:00,30168
2024-12-14 11:45:00,30159
2024-12-14 11:50:00,31603
2024-12-14 11:55:00,11216
2024-12-14 12:00:00,30861
2024-12-14 12:05:00,29908
2024-12-14 12:10:00,30314
2024-12-14 12:15:00,27035
2024-12-14 12:20:00,30464
2024-12-14 12:25:00,29638
2024-12-14 12:30:00,28712
2024-12-14 12:35:00,32038
2024-12-14 12:40:00,31375
2024-12-14 12:45:00,29609
2024-12-14 12:50:00,29809
2024-12-14 12:55:00,30395
2024-12-14 13:00:00,26808
2024-12-14 13:05:00,30851
2024-12-14 13:10:00,31321
2024-12-14 13:15:00,28568
2024-12-14 13:20:00,24008
2024-12-14 13:25:00,30534
2024-12-14 13:30:00,28147
2024-12-14 13:35:00,28332
2024-12-14 13:40:00,36867
2024-12-14 13:45:00,11820
2024-12-14 13:50:00,35345
2024-12-14 13:55:00,29378
2024-12-14 14:00:00,19361
2024-12-14 14:05:00,23375
2024-12-14 14:10:00,20048
2024-12-14 14:15:00,22103
2024-12-14 14:20:00,10891
2024-12-14 14:25:00,27968
2024-12-14 14:30:00,29135
2024-12-14 14:35:00,8516
2024-12-14 14:40:00,13760
2024-12-14 14:45:00,31036
2024-12-14 14:50:00,29545
2024-12-14 14:55:00,7044
2024-12-14 15:00:00,10008
2024-12-14 15:05:00,23388
2024-12-14 15:10:00,28956
2024-12-14 15:15:00,6660
2024-12-14 15:20:00,10486
2024-12-14 15:25:00,7314
2024-12-14 15:30:00,8392
2024-12-14 15:35:00,8046
2024-12-14 15:40:00,23860
2024-12-14 15:45:00,11653
2024-12-14 15:50:00,6610
2024-12-14 15:55:00,5242
2024-12-14 16:00:00,25317
2024-12-14 16:05:00,23976
2024-12-14 16:10:00,4738
2024-12-14 16:15:00,3466
2024-12-14 16:20:00,2961
2024-12-14 16:25:00,3381
2024-12-14 16:30:00,4318
2024-12-14 16:35:00,4662
2024-12-14 16:40:00,4783
2024-12-14 16:45:00,4735
2024-12-14 16:50:00,11938
2024-12-14 16:55:00,17059
2024-12-14 17:00:00,16838
2024-12-14 17:05:00,5788
2024-12-14 17:10:00,11606
2024-12-14 17:15:00,11777
2024-12-14 17:20:00,3256
2024-12-14 17:25:00,3630
2024-12-14 17:30:00,3870
2024-12-14 17:35:00,3345
2024-12-14 17:40:00,2516
2024-12-14 17:45:00,2723
2024-12-14 17:50:00,3290
2024-12-14 17:55:00,3979
2024-12-14 18:00:00,4777
2024-12-14 18:05:00,5017
2024-12-14 18:10:00,3414
2024-12-14 18:15:00,2748
2024-12-14 18:20:00,2290
2024-12-14 18:25:00,1979
2024-12-14 18:30:00,1979
2024-12-14 18:35:00,1915
2024-12-14 18:40:00,1762
2024-12-14 18:45:00,1495
2024-12-14 18:50:00,1193
2024-12-14 18:55:00,929
2024-12-14 19:00:00,663
2024-12-14 19:05:00,405
2024-12-14 19:10:00,157
2024-12-14 19:15:00,58
2024-12-14 19:20:00,8
2024-12-14 19:25:00,0
2024-12-14 19:30:00,0
2024-12-14 19:35:00,0
2024-12-14 19:40:00,0
2024-12-14 19:45:00,0
2024-12-14 19:50:00,0
2024-12-14 19:55:00,0
2024-12-14 20:00:00,0
2024-12-14 20:05:00,0
2024-12-14 20:10:00,0
2024-12-14 20:15:00,0
2024-12-14 20:20:00,0
2024-12-14 20:25:00,0
2024-12-14 20:30:00,0
2024-12-14 20:35:00,0
2024-12-14 20:40:00,0
2024-12-14 20:45:00,0
2024-12-14 20:50:00,0
2024-12-14 20:55:00,0
2024-12-14 21:00:00,0
2024-12-14 21:05:00,0
2024-12-14 21:10:00,0
2024-12-14 21:15:00,0
2024-12-14 21:20:00,0
2024-12-14 21:25:00,0
2024-12-14 21:30:00,0
2024-12-14 21:35:00,0
2024-12-14 21:40:00,0
2024-12-14 21:45:00,0
2024-12-14 21:50:00,0
2024-12-14 21:55:00,0
2024-12-14 22:00:00,0
2024-12-14 22:05:00,0
2024-12-14 22:10:00,0
2024-12-14 22:15:00,0
2024-12-14 22:20:00,0
2024-12-14 22:25:00,0
2024-12-14 22:30:00,0
2024-12-14 22:35:00,0
2024-12-14 22:40:00,0
2024-12-14 22:45:00,0
2024-12-14 22:50:00,0
2024-12-14 22:55:00,0
2024-12-14 23:00:00,0
2024-12-14 23:05:00,0
2024-12-14 23:10:00,0
2024-12-14 23:15:00,0
2024-12-14 23:20:00,0
2024-12-14 23:25:00,0
2024-12-14 23:30:00,0
2024-12-14 23:35:00,0
2024-12-14 23:40:00,0
2024-12-14 23:45:00,0
2024-12-14 23:50:00,0
2024-12-14 23:55:00,0
