Time,PV(W),Grid(W),Load(W)
2025-01-08 00:00:00,0,0,0
2025-01-08 00:05:00,0,0,0
2025-01-08 00:10:00,0,0,0
2025-01-08 00:15:00,0,0,0
2025-01-08 00:20:00,0,0,0
2025-01-08 00:25:00,0,0,0
2025-01-08 00:30:00,0,0,0
2025-01-08 00:35:00,0,0,0
2025-01-08 00:40:00,0,0,0
2025-01-08 00:45:00,0,0,0
2025-01-08 00:50:00,0,0,0
2025-01-08 00:55:00,0,0,0
2025-01-08 01:00:00,0,0,0
2025-01-08 01:05:00,0,0,0
2025-01-08 01:10:00,0,0,0
2025-01-08 01:15:00,0,0,0
2025-01-08 01:20:00,0,0,0
2025-01-08 01:25:00,0,0,0
2025-01-08 01:30:00,0,0,0
2025-01-08 01:35:00,0,0,0
2025-01-08 01:40:00,0,0,0
2025-01-08 01:45:00,0,0,0
2025-01-08 01:50:00,0,0,0
2025-01-08 01:55:00,0,0,0
2025-01-08 02:00:00,0,0,0
2025-01-08 02:05:00,0,0,0
2025-01-08 02:10:00,0,0,0
2025-01-08 02:15:00,0,0,0
2025-01-08 02:20:00,0,0,0
2025-01-08 02:25:00,0,0,0
2025-01-08 02:30:00,0,0,0
2025-01-08 02:35:00,0,0,0
2025-01-08 02:40:00,0,0,0
2025-01-08 02:45:00,0,0,0
2025-01-08 02:50:00,0,0,0
2025-01-08 02:55:00,0,0,0
2025-01-08 03:00:00,0,0,0
2025-01-08 03:05:00,0,0,0
2025-01-08 03:10:00,0,0,0
2025-01-08 03:15:00,0,0,0
2025-01-08 03:20:00,0,0,0
2025-01-08 03:25:00,0,0,0
2025-01-08 03:30:00,0,0,0
2025-01-08 03:35:00,0,0,0
2025-01-08 03:40:00,0,0,0
2025-01-08 03:45:00,0,0,0
2025-01-08 03:50:00,0,0,0
2025-01-08 03:55:00,0,0,0
2025-01-08 04:00:00,0,0,0
2025-01-08 04:05:00,0,0,0
2025-01-08 04:10:00,0,0,0
2025-01-08 04:15:00,0,0,0
2025-01-08 04:20:00,0,0,0
2025-01-08 04:25:00,0,0,0
2025-01-08 04:30:00,0,0,0
2025-01-08 04:35:00,0,0,0
2025-01-08 04:40:00,0,0,0
2025-01-08 04:45:00,0,0,0
2025-01-08 04:50:00,0,0,0
2025-01-08 04:55:00,0,0,0
2025-01-08 05:00:00,0,0,0
2025-01-08 05:05:00,0,0,0
2025-01-08 05:10:00,0,0,0
2025-01-08 05:15:00,0,0,0
2025-01-08 05:20:00,0,0,0
2025-01-08 05:25:00,0,0,0
2025-01-08 05:30:00,0,0,0
2025-01-08 05:35:00,0,0,0
2025-01-08 05:40:00,0,0,0
2025-01-08 05:45:00,0,0,0
2025-01-08 05:50:00,0,0,0
2025-01-08 05:55:00,0,0,0
2025-01-08 06:00:00,0,0,0
2025-01-08 06:05:00,0,0,0
2025-01-08 06:10:00,0,0,0
2025-01-08 06:15:00,0,0,0
2025-01-08 06:20:00,0,0,0
2025-01-08 06:25:00,0,0,0
2025-01-08 06:30:00,0,0,0
2025-01-08 06:35:00,0,0,0
2025-01-08 06:40:00,0,0,0
2025-01-08 06:45:00,0,0,0
2025-01-08 06:50:00,0,0,0
2025-01-08 06:55:00,0,0,0
2025-01-08 07:00:00,0,0,0
2025-01-08 07:05:00,0,0,0
2025-01-08 07:10:00,0,0,0
2025-01-08 07:15:00,0,0,0
2025-01-08 07:20:00,0,0,0
2025-01-08 07:25:00,0,0,0
2025-01-08 07:30:00,0,0,0
2025-01-08 07:35:00,0,0,0
2025-01-08 07:40:00,378,7,385
2025-01-08 07:45:00,484,9,493
2025-01-08 07:50:00,808,18,826
2025-01-08 07:55:00,808,18,826
2025-01-08 08:00:00,1724,42,1766
2025-01-08 08:05:00,2485,63,2548
2025-01-08 08:10:00,3831,96,3927
2025-01-08 08:15:00,5052,126,5178
2025-01-08 08:20:00,808,18,826
2025-01-08 08:25:00,5863,146,6009
2025-01-08 08:30:00,5987,149,6136
2025-01-08 08:35:00,6719,168,6887
2025-01-08 08:40:00,8596,216,8812
2025-01-08 08:45:00,14257,360,14617
2025-01-08 08:50:00,15192,382,15574
2025-01-08 08:55:00,14726,370,15096
2025-01-08 09:00:00,14021,354,14375
2025-01-08 09:05:00,12001,302,12303
2025-01-08 09:10:00,15330,385,15715
2025-01-08 09:15:00,17244,434,17678
2025-01-08 09:20:00,16406,412,16818
2025-01-08 09:25:00,15609,393,16002
2025-01-08 09:30:00,15625,393,16018
2025-01-08 09:35:00,16674,420,17094
2025-01-08 09:40:00,18522,467,18989
2025-01-08 09:45:00,19553,494,20047
2025-01-08 09:50:00,20246,510,20756
2025-01-08 09:55:00,21078,531,21609
2025-01-08 10:00:00,21864,551,22415
2025-01-08 10:05:00,22989,579,23568
2025-01-08 10:10:00,22989,579,23568
2025-01-08 10:15:00,22989,579,23568
2025-01-08 10:20:00,22989,579,23568
2025-01-08 10:25:00,22989,579,23568
2025-01-08 10:30:00,22989,579,23568
2025-01-08 10:35:00,22989,579,23568
2025-01-08 10:40:00,22989,579,23568
2025-01-08 10:45:00,31109,784,31893
2025-01-08 10:50:00,31927,804,32731
2025-01-08 10:55:00,31865,804,32669
2025-01-08 11:00:00,30274,763,31037
2025-01-08 11:05:00,31134,785,31919
2025-01-08 11:10:00,32654,824,33478
2025-01-08 11:15:00,32605,822,33427
2025-01-08 11:20:00,32893,830,33723
2025-01-08 11:25:00,33551,845,34396
2025-01-08 11:30:00,34212,864,35076
2025-01-08 11:35:00,32507,818,33325
2025-01-08 11:40:00,36240,914,37154
2025-01-08 11:45:00,36591,923,37514
2025-01-08 11:50:00,36281,916,37197
2025-01-08 11:55:00,37880,956,38836
2025-01-08 12:00:00,37732,952,38684
2025-01-08 12:05:00,25728,657,26385
2025-01-08 12:10:00,39666,999,40665
2025-01-08 12:15:00,38571,975,39546
2025-01-08 12:20:00,17917,453,18370
2025-01-08 12:25:00,8445,211,8656
2025-01-08 12:30:00,17883,452,18335
2025-01-08 12:35:00,42585,1075,43660
2025-01-08 12:40:00,0,0,0
2025-01-08 12:45:00,0,0,0
2025-01-08 12:50:00,0,0,0
2025-01-08 12:55:00,0,0,0
2025-01-08 13:00:00,0,0,0
2025-01-08 13:05:00,0,0,0
2025-01-08 13:10:00,0,0,0
2025-01-08 13:15:00,0,0,0
2025-01-08 13:20:00,0,0,0
2025-01-08 13:25:00,0,0,0
2025-01-08 13:30:00,0,0,0
2025-01-08 13:35:00,38866,974,39840
2025-01-08 13:40:00,10377,260,10637
2025-01-08 13:45:00,7099,177,7276
2025-01-08 13:50:00,7940,199,8139
2025-01-08 13:55:00,7940,199,8139
2025-01-08 14:00:00,7940,199,8139
2025-01-08 14:05:00,7940,199,8139
2025-01-08 14:10:00,7940,199,8139
2025-01-08 14:15:00,7940,199,8139
2025-01-08 14:20:00,7940,199,8139
2025-01-08 14:25:00,42280,1067,43347
2025-01-08 14:30:00,42581,1075,43656
2025-01-08 14:35:00,39043,986,40029
2025-01-08 14:40:00,39714,1005,40719
2025-01-08 14:45:00,34478,870,35348
2025-01-08 14:50:00,12680,319,12999
2025-01-08 14:55:00,11145,280,11425
2025-01-08 15:00:00,10082,253,10335
2025-01-08 15:05:00,11419,286,11705
2025-01-08 15:10:00,11471,291,11762
2025-01-08 15:15:00,34155,863,35018
2025-01-08 15:20:00,11731,297,12028
2025-01-08 15:25:00,8415,209,8624
2025-01-08 15:30:00,3579,89,3668
2025-01-08 15:35:00,2256,56,2312
2025-01-08 15:40:00,2276,56,2332
2025-01-08 15:45:00,2252,55,2307
2025-01-08 15:50:00,2572,63,2635
2025-01-08 15:55:00,11731,297,12028
2025-01-08 16:00:00,2049,50,2099
2025-01-08 16:05:00,1219,29,1248
2025-01-08 16:10:00,864,19,883
2025-01-08 16:15:00,1264,29,1293
2025-01-08 16:20:00,1140,27,1167
2025-01-08 16:25:00,907,20,927
2025-01-08 16:30:00,1094,25,1119
2025-01-08 16:35:00,1190,28,1218
2025-01-08 16:40:00,1652,40,1692
2025-01-08 16:45:00,2948,73,3021
2025-01-08 16:50:00,4396,109,4505
2025-01-08 16:55:00,4515,112,4627
2025-01-08 17:00:00,3476,86,3562
2025-01-08 17:05:00,2862,70,2932
2025-01-08 17:10:00,2088,51,2139
2025-01-08 17:15:00,1762,42,1804
2025-01-08 17:20:00,1747,42,1789
2025-01-08 17:25:00,1896,46,1942
2025-01-08 17:30:00,2208,54,2262
2025-01-08 17:35:00,2612,64,2676
2025-01-08 17:40:00,2612,64,2676
2025-01-08 17:45:00,2953,73,3026
2025-01-08 17:50:00,3050,76,3126
2025-01-08 17:55:00,3138,78,3216
2025-01-08 18:00:00,2311,56,2367
2025-01-08 18:05:00,1675,40,1715
2025-01-08 18:10:00,1498,35,1533
2025-01-08 18:15:00,1207,28,1235
2025-01-08 18:20:00,1232,29,1261
2025-01-08 18:25:00,966,22,988
2025-01-08 18:30:00,576,12,588
2025-01-08 18:35:00,296,5,301
2025-01-08 18:40:00,121,0,121
2025-01-08 18:45:00,38,-1,37
2025-01-08 18:50:00,23,-2,21
2025-01-08 18:55:00,19,-2,17
2025-01-08 19:00:00,0,0,0
2025-01-08 19:05:00,0,0,0
2025-01-08 19:10:00,0,0,0
2025-01-08 19:15:00,0,0,0
2025-01-08 19:20:00,0,0,0
2025-01-08 19:25:00,0,0,0
2025-01-08 19:30:00,0,0,0
2025-01-08 19:35:00,0,0,0
2025-01-08 19:40:00,0,0,0
2025-01-08 19:45:00,0,0,0
2025-01-08 19:50:00,0,0,0
2025-01-08 19:55:00,0,0,0
2025-01-08 20:00:00,0,0,0
2025-01-08 20:05:00,0,0,0
2025-01-08 20:10:00,0,0,0
2025-01-08 20:15:00,0,0,0
2025-01-08 20:20:00,0,0,0
2025-01-08 20:25:00,0,0,0
2025-01-08 20:30:00,0,0,0
2025-01-08 20:35:00,0,0,0
2025-01-08 20:40:00,0,0,0
2025-01-08 20:45:00,0,0,0
2025-01-08 20:50:00,0,0,0
2025-01-08 20:55:00,0,0,0
2025-01-08 21:00:00,0,0,0
2025-01-08 21:05:00,0,0,0
2025-01-08 21:10:00,0,0,0
2025-01-08 21:15:00,0,0,0
2025-01-08 21:20:00,0,0,0
2025-01-08 21:25:00,0,0,0
2025-01-08 21:30:00,0,0,0
2025-01-08 21:35:00,0,0,0
2025-01-08 21:40:00,0,0,0
2025-01-08 21:45:00,0,0,0
2025-01-08 21:50:00,0,0,0
2025-01-08 21:55:00,0,0,0
2025-01-08 22:00:00,0,0,0
2025-01-08 22:05:00,0,0,0
2025-01-08 22:10:00,0,0,0
2025-01-08 22:15:00,0,0,0
2025-01-08 22:20:00,0,0,0
2025-01-08 22:25:00,0,0,0
2025-01-08 22:30:00,0,0,0
2025-01-08 22:35:00,0,0,0
2025-01-08 22:40:00,0,0,0
2025-01-08 22:45:00,0,0,0
2025-01-08 22:50:00,0,0,0
2025-01-08 22:55:00,0,0,0
2025-01-08 23:00:00,0,0,0
2025-01-08 23:05:00,0,0,0
2025-01-08 23:10:00,0,0,0
2025-01-08 23:15:00,0,0,0
2025-01-08 23:20:00,0,0,0
2025-01-08 23:25:00,0,0,0
2025-01-08 23:30:00,0,0,0
2025-01-08 23:35:00,0,0,0
2025-01-08 23:40:00,0,0,0
2025-01-08 23:45:00,0,0,0
2025-01-08 23:50:00,0,0,0
2025-01-08 23:55:00,0,0,0
