Time,PV(W),Grid(W),Load(W)
2025-02-13 00:00:00,0,0,0
2025-02-13 00:05:00,0,0,0
2025-02-13 00:10:00,0,0,0
2025-02-13 00:15:00,0,0,0
2025-02-13 00:20:00,0,0,0
2025-02-13 00:25:00,0,0,0
2025-02-13 00:30:00,0,0,0
2025-02-13 00:35:00,0,0,0
2025-02-13 00:40:00,0,0,0
2025-02-13 00:45:00,0,0,0
2025-02-13 00:50:00,0,0,0
2025-02-13 00:55:00,0,0,0
2025-02-13 01:00:00,0,0,0
2025-02-13 01:05:00,0,0,0
2025-02-13 01:10:00,0,0,0
2025-02-13 01:15:00,0,0,0
2025-02-13 01:20:00,0,0,0
2025-02-13 01:25:00,0,0,0
2025-02-13 01:30:00,0,0,0
2025-02-13 01:35:00,0,0,0
2025-02-13 01:40:00,0,0,0
2025-02-13 01:45:00,0,0,0
2025-02-13 01:50:00,0,0,0
2025-02-13 01:55:00,0,0,0
2025-02-13 02:00:00,0,0,0
2025-02-13 02:05:00,0,0,0
2025-02-13 02:10:00,0,0,0
2025-02-13 02:15:00,0,0,0
2025-02-13 02:20:00,0,0,0
2025-02-13 02:25:00,0,0,0
2025-02-13 02:30:00,0,0,0
2025-02-13 02:35:00,0,0,0
2025-02-13 02:40:00,0,0,0
2025-02-13 02:45:00,0,0,0
2025-02-13 02:50:00,0,0,0
2025-02-13 02:55:00,0,0,0
2025-02-13 03:00:00,0,0,0
2025-02-13 03:05:00,0,0,0
2025-02-13 03:10:00,0,0,0
2025-02-13 03:15:00,0,0,0
2025-02-13 03:20:00,0,0,0
2025-02-13 03:25:00,0,0,0
2025-02-13 03:30:00,0,0,0
2025-02-13 03:35:00,0,0,0
2025-02-13 03:40:00,0,0,0
2025-02-13 03:45:00,0,0,0
2025-02-13 03:50:00,0,0,0
2025-02-13 03:55:00,0,0,0
2025-02-13 04:00:00,0,0,0
2025-02-13 04:05:00,0,0,0
2025-02-13 04:10:00,0,0,0
2025-02-13 04:15:00,0,0,0
2025-02-13 04:20:00,0,0,0
2025-02-13 04:25:00,0,0,0
2025-02-13 04:30:00,0,0,0
2025-02-13 04:35:00,0,0,0
2025-02-13 04:40:00,0,0,0
2025-02-13 04:45:00,0,0,0
2025-02-13 04:50:00,0,0,0
2025-02-13 04:55:00,0,0,0
2025-02-13 05:00:00,0,0,0
2025-02-13 05:05:00,0,0,0
2025-02-13 05:10:00,0,0,0
2025-02-13 05:15:00,0,0,0
2025-02-13 05:20:00,0,0,0
2025-02-13 05:25:00,0,0,0
2025-02-13 05:30:00,0,0,0
2025-02-13 05:35:00,0,0,0
2025-02-13 05:40:00,0,0,0
2025-02-13 05:45:00,0,0,0
2025-02-13 05:50:00,0,0,0
2025-02-13 05:55:00,0,0,0
2025-02-13 06:00:00,0,0,0
2025-02-13 06:05:00,0,0,0
2025-02-13 06:10:00,0,0,0
2025-02-13 06:15:00,0,0,0
2025-02-13 06:20:00,0,0,0
2025-02-13 06:25:00,0,0,0
2025-02-13 06:30:00,0,0,0
2025-02-13 06:35:00,0,0,0
2025-02-13 06:40:00,0,0,0
2025-02-13 06:45:00,0,0,0
2025-02-13 06:50:00,0,0,0
2025-02-13 06:55:00,0,0,0
2025-02-13 07:00:00,0,0,0
2025-02-13 07:05:00,0,0,0
2025-02-13 07:10:00,0,0,0
2025-02-13 07:15:00,0,0,0
2025-02-13 07:20:00,0,0,0
2025-02-13 07:25:00,0,0,0
2025-02-13 07:30:00,0,0,0
2025-02-13 07:35:00,0,0,0
2025-02-13 07:40:00,0,0,0
2025-02-13 07:45:00,544,11,555
2025-02-13 07:50:00,802,18,820
2025-02-13 07:55:00,1049,24,1073
2025-02-13 08:00:00,1317,31,1348
2025-02-13 08:05:00,1675,41,1716
2025-02-13 08:10:00,2235,55,2290
2025-02-13 08:15:00,2816,71,2887
2025-02-13 08:20:00,3442,87,3529
2025-02-13 08:25:00,4270,107,4377
2025-02-13 08:30:00,5005,126,5131
2025-02-13 08:35:00,5881,147,6028
2025-02-13 08:40:00,6874,171,7045
2025-02-13 08:45:00,7697,192,7889
2025-02-13 08:50:00,7952,199,8151
2025-02-13 08:55:00,8486,212,8698
2025-02-13 09:00:00,8775,220,8995
2025-02-13 09:05:00,9622,242,9864
2025-02-13 09:10:00,9669,243,9912
2025-02-13 09:15:00,11039,277,11316
2025-02-13 09:20:00,13505,340,13845
2025-02-13 09:25:00,15106,380,15486
2025-02-13 09:30:00,16363,413,16776
2025-02-13 09:35:00,16875,426,17301
2025-02-13 09:40:00,18459,466,18925
2025-02-13 09:45:00,20767,523,21290
2025-02-13 09:50:00,22522,570,23092
2025-02-13 09:55:00,23252,585,23837
